PointID,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,FeO,MnO,MgO,CaO,Mineral
Sample7_pt28,37.06,0.14,20.16,0,0,32.34,0.69,3.7,6.5,Garnet
Sample7_pt29,37.19,0.08,20,0.03,0,32,0.78,3.76,6.42,Garnet
Sample7_pt30,38.16,0.04,20.62,0.07,0,31.87,0.73,3.82,6.59,Garnet
Sample7_pt31,36.34,0.16,19.93,0.05,0,31.82,0.66,3.59,6.43,Garnet
Sample7_pt32,36.98,0.03,20.22,0,0,32.44,0.67,3.71,6.34,Garnet
Sample7_pt33,36.99,0.15,20.03,0,0,32.08,0.71,3.85,6.57,Garnet
Sample7_pt34,37.22,0.1,20.23,0,0,32.07,0.66,3.81,6.52,Garnet
Sample7_pt35,37.02,0.15,19.9,0.04,0,32,0.76,3.82,6.39,Garnet
Sample7_pt36,37.18,0.11,20.23,0,0,32.11,0.66,3.78,6.71,Garnet
Sample7_pt37,37.07,0.05,20.14,0,0,31.83,0.74,3.77,6.52,Garnet
Sample7_pt38,36.83,0.08,20.03,0,0,31.58,0.76,3.67,6.32,Garnet
Sample7_pt39,37.2,0.09,19.95,0,0,31.9,0.74,3.84,6.42,Garnet
Sample7_pt40,36.48,0,20.18,0,0,32.14,0.72,3.86,6.47,Garnet
Sample7_pt41,36.97,0.2,20.13,0.03,0,31.69,0.7,3.76,6.55,Garnet
Sample7_pt42,36.64,0.11,20.15,0.04,0,32.01,0.74,3.72,6.51,Garnet
Sample7_pt43,36.81,0.16,20.13,0.06,0,32,0.69,3.72,6.39,Garnet
Sample7_pt44,36.77,0.17,20.23,0,0,31.76,0.75,3.8,6.38,Garnet
Sample7_pt45,36.46,0.2,20.6,0,0,31.85,0.74,3.76,6.56,Garnet
Sample7_pt46,36.4,0.13,20.37,0,0,31.99,0.64,3.67,6.41,Garnet
Sample7_pt47,36.89,0.13,20.54,0,0,32.28,0.8,3.71,6.43,Garnet
Sample7_pt48,36.43,0.16,20.14,0,0,32.28,0.75,3.68,6.36,Garnet
Sample7_pt49,36.58,0.14,20.23,0.02,0,31.97,0.76,3.7,6.47,Garnet
Sample7_pt50,36.94,0.17,20.28,0,0,32.17,0.76,3.77,6.55,Garnet
Sample7_pt51,36.48,0.17,20.1,0,0,32.05,0.73,3.7,6.56,Garnet
Sample7_pt52,36.66,0.06,20.41,0,0,31.97,0.83,3.79,6.38,Garnet
Sample7_pt53,36.3,0.17,20.13,0.03,0,31.98,0.67,3.78,6.45,Garnet
Sample7_pt54,36.78,0.14,20.2,0.05,0,31.71,0.73,3.81,6.33,Garnet
Sample7_pt55,36.26,0.21,20.36,0.03,0,31.81,0.77,3.73,6.65,Garnet
Sample7_pt56,36.37,0.08,20.28,0,0,31.27,0.8,3.7,6.39,Garnet
Sample7_pt57,36.64,0.16,20.16,0,0,31.41,0.71,3.77,6.55,Garnet
Sample7_pt58,36.24,0.12,19.72,0,0,31.77,0.71,3.64,6.55,Garnet
Sample7_pt59,36.18,0.15,20.11,0,0,32.01,0.7,3.86,6.55,Garnet
Sample7_pt60,36.25,0.13,20.27,0,0,31.97,0.69,3.77,6.52,Garnet
Sample7_pt61,36.05,0.13,20.36,0,0,31.13,0.76,3.73,6.33,Garnet
Sample7_pt62,36.24,0.18,20.41,0,0,31.48,0.71,3.85,6.39,Garnet
Sample7_pt63,36.49,0.12,20.48,0.03,0,31.24,0.66,3.56,6.36,Garnet
Sample7_pt64,36.66,0.13,20.32,0.05,0,31.79,0.73,3.72,6.42,Garnet
Sample7_pt65,36.76,0.17,20.19,0,0,31.46,0.76,3.69,6.44,Garnet
Sample7_pt66,36.18,0.17,20.17,0,0,31.67,0.74,3.76,6.46,Garnet
Sample7_pt67,36.43,0.14,20.19,0.03,0,31.65,0.74,3.77,6.33,Garnet
Sample7_pt68,36.12,0.22,19.98,0.02,0,31.5,0.71,3.72,6.44,Garnet
Sample7_pt69,36.45,0.13,20.63,0.03,0,31.46,0.68,3.91,6.48,Garnet
Sample7_pt70,36.84,0.18,20.47,0,0,31.91,0.82,3.93,6.49,Garnet
Sample7_pt71,36.65,0.19,20.67,1,0,31.76,0.73,3.75,6.48,Garnet
Sample7_pt72,36.89,0.09,20.55,0,0,31.98,0.8,3.59,6.43,Garnet
Sample7_pt73,36.86,0.13,20.61,0.04,0,31.64,0.75,3.8,6.79,Garnet
Sample7_pt74,37.07,0.09,20.76,0.03,0,31.43,0.7,3.66,6.4,Garnet
Sample7_pt75,37.01,0.08,21.48,0.06,0,29.29,0.66,3.5,7.6,Garnet
Sample7_pt76,36.82,0.14,20.77,0,0,31.44,0.6,3.67,6.39,Garnet
Sample7_pt77,36.91,0.17,20.66,0.02,0,31.45,0.8,3.8,6.42,Garnet
Sample7_pt78,36.81,0.06,20.54,0,0,31.74,0.72,3.81,6.34,Garnet
Sample7_pt79,36.16,0.15,20.69,0,0,31.6,0.73,3.64,6.6,Garnet
Sample7_pt80,36.91,0.13,20.67,0,0,31.68,0.65,3.86,6.46,Garnet
Sample7_pt81,36.65,0.12,20.69,0.02,0,31.45,0.68,3.73,6.49,Garnet
Sample7_pt82,36.64,0.1,20.69,0,0,31.36,0.65,3.8,6.62,Garnet
Sample7_pt83,36.44,0.18,20.84,0,0,31.7,0.76,3.75,6.67,Garnet
Sample7_pt84,36.24,0.1,20.35,0,0,31.95,0.69,3.75,6.49,Garnet
Sample7_pt85,36.54,0.07,20.48,0,0,31.36,0.67,3.62,6.45,Garnet
Sample7_pt86,36.52,0.15,20.52,0,0,31.72,0.7,3.72,6.67,Garnet
Sample7_pt87,36.67,0.14,20.45,0,0,31.95,0.7,3.74,6.58,Garnet
Sample7_pt88,36.27,0.1,20.71,0,0,31.22,0.62,3.75,6.49,Garnet
Sample7_pt89,36.35,0.12,20.72,0.04,0,31.77,0.66,3.76,6.68,Garnet
Sample7_pt90,36.35,0.1,20.21,0.05,0,31.86,0.69,3.84,6.6,Garnet
Sample7_pt91,36.66,0.1,20.79,0,0,31.33,0.71,3.68,6.57,Garnet
Sample7_pt92,36.29,0.07,20.82,0,0,31.51,0.67,3.77,6.68,Garnet
Sample7_pt93,36.55,0.11,20.51,0,0,31.11,0.66,3.76,6.8,Garnet
Sample7_pt94,36.94,0.12,20.81,0,0,31.95,0.74,3.71,6.58,Garnet
Sample7_pt95,36.84,0.13,20.61,0.04,0,31.39,0.71,3.85,6.61,Garnet
Sample7_pt96,36.61,0.18,20.65,0,0,31.42,0.63,3.83,6.65,Garnet
Sample7_pt97,37.1,0.11,20.46,0,0,31.17,0.69,3.74,6.93,Garnet
Sample7_pt98,36.73,0.11,20.39,0,0,31.04,0.62,3.7,6.73,Garnet
Sample7_pt99,37.5,0.05,21.04,0.02,0,31.46,0.72,3.78,6.78,Garnet
Sample7_pt100,37.36,0.07,20.69,0,0,31.96,0.74,3.8,6.82,Garnet
Sample7_pt101,36.86,0.07,21.02,0.04,0,31.6,0.62,3.8,6.71,Garnet
Sample7_pt102,37.17,0.05,21.29,0,0,31.92,0.71,3.78,6.59,Garnet
Sample7_pt103,37.04,0,21.06,0.09,0,31.45,0.68,3.77,6.69,Garnet
Sample7_pt104,36.97,0.1,20.61,0,0,31.44,0.64,3.79,6.77,Garnet
Sample7_pt105,37.01,0.11,20.96,0,0,31.39,0.61,3.83,6.73,Garnet
Sample7_pt106,36.98,0.08,20.97,0,0,31.55,0.69,3.76,6.88,Garnet
Sample7_pt107,37.27,0.11,20.71,0,0,31.31,0.71,3.83,6.83,Garnet
Sample7_pt108,36.89,0,20.89,0,0,31.22,0.57,3.93,7.06,Garnet
Sample7_pt109,36.96,0.11,20.9,0,0,31.74,0.68,3.85,6.71,Garnet
Sample7_pt110,36.92,0.1,20.95,0,0,31.55,0.62,3.87,7.01,Garnet
Sample7_pt111,37.18,0.03,21.06,0.02,0,31.4,0.62,3.86,7.28,Garnet
Sample7_pt112,36.93,0.06,20.6,0,0,30.72,0.76,3.71,7.31,Garnet
Sample7_pt113,37.03,0.05,20.98,0,0,29.57,1.03,3.55,8.39,Garnet
Sample8_pt1,39.46,0.07,22.01,0.04,0,25.71,0.56,7.11,7.57,Garnet
Sample8_pt2,39.64,0.08,22.09,0,0,25.77,0.56,7.24,7.48,Garnet
Sample8_pt3,39.4,0.04,22.01,0.04,0,25.14,0.59,7.19,7.69,Garnet
Sample8_pt4,39.41,0.06,21.64,0,0,25.24,0.58,7.26,7.52,Garnet
Sample8_pt5,39.74,0.06,21.33,0,0,25.3,0.59,7.25,7.72,Garnet
Sample8_pt6,39.77,0.09,21.92,0.04,0,25.28,0.61,7.14,7.48,Garnet
Sample8_pt7,39.42,0,21.66,0.02,0,25.11,0.5,7.31,7.61,Garnet
Sample8_pt8,39.19,0.1,21.82,0.04,0,25.46,0.37,7.16,7.63,Garnet
Sample8_pt9,39.29,0.04,21.78,0.02,0,25,0.51,7.41,7.6,Garnet
Sample8_pt10,39.62,0,21.73,0,0,25.49,0.61,7.08,7.32,Garnet
Sample8_pt11,39.88,0,22.01,0.02,0,25.49,0.57,7.14,7.54,Garnet
Sample8_pt12,39.7,0,21.78,0.03,0,25.4,0.54,7.1,7.6,Garnet
Sample8_pt13,40.96,0.05,21.73,0.3,0,25.18,0.51,7.72,7.68,Garnet
Sample8_pt14,40.68,0,21.17,2.1,0,24.54,0.62,7.22,6.96,Garnet
Sample8_pt15,39.49,0.04,21.82,0.05,0,25.83,0.52,6.93,7.77,Garnet
Sample8_pt16,39.58,0.03,21.72,0.05,0,25.48,0.6,7.39,7.62,Garnet
Sample8_pt17,39.28,0,21.81,0.06,0,25.51,0.53,7.15,7.51,Garnet
Sample8_pt18,39.62,0.05,21.69,0.03,0,24.76,0.54,7.38,7.46,Garnet
Sample8_pt19,39.73,0.09,21.89,0,0,25.37,0.6,7.37,7.49,Garnet
Sample8_pt20,39.49,0,21.84,0.04,0,25.17,0.54,7.45,7.48,Garnet
Sample8_pt21,39.48,0,22.17,0,0,24.91,0.56,7.4,7.62,Garnet
Sample8_pt22,39.85,0,21.94,0.09,0,25.29,0.54,7.39,7.64,Garnet
Sample8_pt23,39.7,0.04,21.62,0.05,0,24.93,0.61,7.16,7.53,Garnet
Sample8_pt24,39.75,0.09,21.88,0.03,0,25,0.58,7.4,7.44,Garnet
Sample8_pt25,39.86,0.05,21.82,0.02,0,25.04,0.61,7.41,7.68,Garnet
Sample8_pt26,39.59,0.07,21.75,0,0,24.86,0.59,7.23,7.48,Garnet
Sample8_pt27,39.41,0,21.69,0.06,0,25.54,0.49,7.13,7.58,Garnet
Sample8_pt28,40.12,0.02,21.79,0.03,0,25.42,0.59,7.26,7.32,Garnet
Sample8_pt29,39.48,0.02,21.65,0.06,0,25.72,0.64,6.92,7.39,Garnet
Sample8_pt30,39.87,0.04,21.91,0.02,0,25.78,0.59,7.05,7.54,Garnet
Sample8_pt31,39.47,0.03,21.84,0.03,0,25.21,0.56,7.42,7.4,Garnet
Sample8_pt32,39.45,0.03,21.87,0,0,25.34,0.53,7.37,7.4,Garnet
Sample8_pt33,39.79,0,21.42,0,0,25.5,0.67,7.19,7.52,Garnet
Sample8_pt34,39.82,0,21.89,0,0,25.16,0.54,7.45,7.39,Garnet
Sample8_pt35,39.72,0,21.75,0.05,0,25.2,0.6,7.29,7.64,Garnet
Sample8_pt36,39.64,0.25,21.97,0.08,0,25.39,0.7,7.28,7.68,Garnet
Sample8_pt37,39.46,0.07,21.79,0,0,25.32,0.54,7.2,7.54,Garnet
Sample8_pt38,39.43,0.02,21.84,0,0,25.41,0.69,7.36,7.48,Garnet
Sample8_pt39,39.05,0.02,21.9,0.16,0,25.27,0.6,7.55,7.55,Garnet
Sample8_pt40,39.36,0.12,22,0,0,25.54,0.66,7.4,7.47,Garnet
Sample8_pt41,39.16,0.09,21.63,0.03,0,25.08,0.59,7.3,7.37,Garnet
Sample8_pt42,39.07,0.06,21.41,0.02,0,25.99,0.62,6.89,7.12,Garnet
Sample8_pt43,39.63,0,21.99,0.04,0,24.9,0.44,7.3,7.72,Garnet
Sample8_pt44,39.4,0.08,21.75,0.07,0,25.3,0.57,7.37,7.57,Garnet
Sample8_pt45,39.78,0.04,22.01,0.06,0,25.07,0.54,7.37,7.53,Garnet
Sample8_pt46,39.78,0.04,21.75,0,0,25.08,0.55,7.43,7.61,Garnet
Sample8_pt47,39.95,0.04,22.11,0.04,0,24.95,0.64,7.24,7.59,Garnet
Sample8_pt48,39.69,0.07,21.77,0,0,24.93,0.55,7.31,7.43,Garnet
Sample8_pt49,39.5,0.08,21.73,0,0,24.72,0.51,7.39,7.42,Garnet
Sample8_pt50,39.34,0.05,21.69,0.05,0,25.34,0.57,7.17,7.48,Garnet
Sample8_pt51,39.84,0.06,21.51,0.02,0,25.16,0.48,7.35,7.67,Garnet
Sample8_pt52,39.66,0.06,21.78,0,0,25.23,0.47,7.28,7.67,Garnet
Sample8_pt53,39.3,0.07,21.76,0,0,25.05,0.53,7.41,7.45,Garnet
Sample8_pt54,39.32,0,21.47,0.02,0,25.18,0.56,7.38,7.53,Garnet
Sample8_pt55,39.78,0.08,21.82,0,0,25.18,0.56,7.44,7.49,Garnet
Sample8_pt56,39.58,0,22.05,0.03,0,25.16,0.63,7.51,7.61,Garnet
Sample8_pt57,39.33,0.09,21.87,0,0,25.1,0.53,7.29,7.36,Garnet
Sample8_pt58,39.53,0.04,22.46,0.04,0,25.08,0.6,7.26,7.64,Garnet
Sample8_pt59,39.45,0.12,22.12,0.02,0,25.15,0.55,7.43,7.56,Garnet
Sample8_pt60,38.28,0.04,21.19,0.41,0,24.98,0.5,7.16,7.28,Garnet
Sample8_pt61,39.67,0.1,21.85,0.07,0,25.05,0.59,7.53,7.58,Garnet
Sample8_pt62,38.41,0.14,21.76,0.03,0,25.24,0.59,7.43,7.59,Garnet
Sample8_pt63,39.65,0.07,22.21,0.04,0,25.55,0.57,7.52,7.58,Garnet
Sample8_pt64,40.24,0.1,21.73,0,0,24.94,0.5,7.61,7.54,Garnet
Sample8_pt65,39.72,0.06,22.18,0.06,0,25.23,0.56,7.37,7.73,Garnet
Sample8_pt66,40.04,0.09,21.83,0.06,0,24.59,0.6,7.34,7.67,Garnet
Sample8_pt67,39.61,0.03,21.61,0.03,0,25.18,0.5,7.4,7.41,Garnet
Sample8_pt68,39.65,0.12,22.05,0.03,0,25.19,0.53,7.52,7.61,Garnet
Sample8_pt69,39.58,0.07,21.75,0.03,0,25.06,0.54,7.32,7.78,Garnet
Sample8_pt70,39.46,0.09,22.05,0,0,25.04,0.62,7.31,7.69,Garnet
Sample8_pt71,39.32,0.43,21.73,0.05,0,24.94,0.55,7.43,7.74,Garnet
Sample8_pt72,39.8,0.07,21.74,0.07,0,25.38,0.55,7.52,7.6,Garnet
Sample8_pt73,39.68,0.04,21.66,0,0,25.25,0.63,7.48,7.59,Garnet
Sample8_pt74,39.52,0.1,22.13,0.02,0,25.6,0.58,7.36,7.38,Garnet
Sample8_pt75,39.64,0.09,21.93,0,0,25.38,0.53,7.47,7.62,Garnet
Sample8_pt76,39.55,0.03,21.76,0.06,0,25.23,0.58,7.28,7.78,Garnet
Sample8_pt77,38.06,0,22.11,0,0,25.05,0.55,7.23,7.62,Garnet
Sample8_pt78,39.69,0.09,21.67,0.05,0,25.41,0.51,7.44,7.47,Garnet
Sample8_pt79,39.39,0,21.73,0.07,0,25.2,0.63,7.48,7.64,Garnet
Sample8_pt80,39.33,0.08,22.07,0,0,25.06,0.58,7.42,7.48,Garnet
Sample8_pt81,39.35,0.14,21.93,0.03,0,25.24,0.59,7.4,7.7,Garnet
Sample8_pt82,39.61,0.08,22.17,0,0,25.14,0.65,7.43,7.54,Garnet
Sample8_pt83,39.97,0.03,22.12,0.06,0,25.13,0.65,7.55,7.5,Garnet
Sample8_pt84,39.72,0.07,22.1,0.03,0,25.58,0.62,7.34,7.63,Garnet
Sample8_pt85,38.35,0.04,21.79,0,0,25.48,0.68,7.5,7.75,Garnet
Sample8_pt86,40.1,0.12,21.89,0.08,0,25.41,0.51,7.32,7.66,Garnet
Sample8_pt87,40.1,0.05,22.21,0.11,0,24.49,0.54,7.45,7.42,Garnet
Sample8_pt88,40.48,0.08,22.24,0.92,0,24.48,0.58,7.27,7.4,Garnet
Sample8_pt89,39.13,0.75,21.74,0.03,0,25.64,0.63,7.12,7.56,Garnet
Sample8_pt90,39.82,0.08,22,0.05,0,25.32,0.51,7.36,7.63,Garnet
Sample8_pt91,39.42,0.02,21.75,0.04,0,25.32,0.51,7.29,7.48,Garnet
Sample8_pt92,39.57,0.14,21.98,0,0,24.88,0.6,7.45,7.69,Garnet
Sample8_pt93,39.44,0.06,21.52,0.02,0,25.19,0.59,7.15,7.6,Garnet
Sample8_pt94,38.22,0.04,21.55,0.04,0,25.18,0.58,7.55,7.51,Garnet
Sample8_pt95,39.36,0.08,21.57,0.04,0,25.58,0.58,7.43,7.64,Garnet
Sample8_pt96,37.5,0.03,21.67,0.05,0,25.33,0.51,7.37,7.73,Garnet
Sample8_pt97,37.95,0.18,21.83,0.07,0,25.1,0.62,7.51,7.48,Garnet
Sample8_pt98,39.76,0.08,22.08,0.05,0,25.05,0.58,7.53,7.51,Garnet
Sample8_pt99,40.03,0.09,21.77,0.03,0,25.23,0.58,7.42,7.51,Garnet
Sample8_pt100,39.83,0.08,21.92,0.03,0,25.06,0.58,7.37,7.56,Garnet
Sample8_pt101,39.8,0.02,22.1,0.02,0,25.38,0.55,7.65,7.7,Garnet
Sample8_pt102,40.09,0.06,21.72,0.03,0,24.83,0.58,7.42,7.5,Garnet
Sample8_pt103,39.67,0.08,22.03,0,0,25.29,0.54,7.49,7.62,Garnet
Sample8_pt104,39.99,0.08,22.22,0.05,0,25.15,0.54,7.5,7.46,Garnet
Sample8_pt105,39.95,0.11,22.3,0,0,25.19,0.55,7.43,7.65,Garnet
Sample8_pt106,39.86,0.02,21.79,0.03,0,25.04,0.55,7.24,7.8,Garnet
Sample8_pt107,39.71,0.08,21.92,0,0,25.03,0.57,7.58,7.74,Garnet
Sample8_pt108,39.51,0.09,21.72,0,0,25.26,0.57,7.35,7.78,Garnet
Sample8_pt109,39.85,0.08,21.57,0.03,0,25.19,0.54,7.47,7.5,Garnet
Sample8_pt110,40.11,0.07,21.93,0.05,0,25,0.53,7.43,7.64,Garnet
Sample8_pt111,37.81,5.77,20.89,0.04,0,23.82,0.52,6.87,7.08,Garnet
Sample8_pt112,39.9,0.07,21.65,0.03,0,25.81,0.58,7.31,7.74,Garnet
Sample8_pt113,39.01,1.41,20.95,0.02,0,24.44,0.54,7.29,7.52,Garnet
Sample8_pt114,39.99,0.05,21.84,0.05,0,24.85,0.64,7.2,7.61,Garnet
Sample8_pt115,39.87,0.07,21.66,0,0,25.35,0.63,7.33,7.5,Garnet
Sample8_pt116,39.64,0.08,21.49,0.06,0,25.14,0.58,7.43,7.64,Garnet
Sample8_pt117,39.55,0.08,21.79,0,0,25.29,0.59,7.47,7.7,Garnet
Sample8_pt118,39.26,0.07,21.72,0.07,0,25.11,0.5,7.44,7.53,Garnet
Sample8_pt119,39.47,0.1,21.59,0.02,0,25.25,0.53,7.41,7.51,Garnet
Sample8_pt120,39.27,0.03,21.75,0.09,0,25.37,0.55,7.31,7.59,Garnet
Sample8_pt121,39.41,0.07,21.92,0.03,0,25,0.51,7.03,7.64,Garnet
Sample8_pt122,39.29,0.06,22.1,0.03,0,25.37,0.56,7.01,7.76,Garnet
Sample8_pt123,39.87,0.14,22.01,0.03,0,24.96,0.6,7.28,7.46,Garnet
Sample9_pt1,39.43,0.09,19.83,0,0,27.26,1.07,3.78,10.11,Garnet
Sample9_pt2,40.38,0.13,20.35,0,0,26.34,0.9,4.56,10.47,Garnet
Sample9_pt3,39.85,0.2,20.52,0,0,26.44,0.96,4.6,10.18,Garnet
Sample9_pt4,39.64,0.09,20.62,0.02,0,26.46,0.98,4.38,10.41,Garnet
Sample9_pt5,39.36,0.19,20.31,0,0,26.05,0.94,4.58,10.17,Garnet
Sample9_pt6,39.5,0.22,20.15,0,0,25.88,1.11,3.74,11.47,Garnet
Sample9_pt7,39.69,0.39,20.1,0,0,26.44,1.01,3.42,11.2,Garnet
Sample9_pt8,39.33,0.03,20.1,0,0,30.69,0.8,3.87,7.65,Garnet
Sample9_pt9,39.18,0.02,20.08,0,0,31.22,0.76,3.89,7,Garnet
Sample9_pt10,38.89,0,19.83,0.02,0,31.91,0.72,3.67,6.83,Garnet
Sample9_pt11,38.95,0.03,19.95,0,0,31.95,0.75,3.71,7.01,Garnet
Sample9_pt12,38.79,0.1,19.65,0.03,0,31.54,0.65,3.62,6.79,Garnet
Sample9_pt13,38.78,0.06,19.88,0.05,0,31.94,0.65,3.6,6.93,Garnet
Sample9_pt14,38.84,0.14,19.87,0,0,32.06,0.76,3.65,6.77,Garnet
Sample9_pt15,38.24,0.1,19.47,0,0,32.15,0.61,3.68,6.65,Garnet
Sample9_pt16,38.04,0.03,19.51,0.03,0,32.12,0.66,3.63,6.75,Garnet
Sample9_pt17,38.34,0.11,19.52,0,0,32.14,0.72,3.73,6.71,Garnet
Sample9_pt18,38.4,0.07,19.63,0.04,0,31.72,0.81,3.79,6.9,Garnet
Sample9_pt19,38.32,0.18,19.54,0,0,32,0.71,3.74,6.81,Garnet
Sample9_pt20,38.11,0.07,19.63,0.03,0,32.14,0.75,3.63,6.62,Garnet
Sample9_pt21,37.79,0.13,19.67,0,0,31.91,0.76,3.59,6.57,Garnet
Sample9_pt22,37.95,0.06,19.64,0,0,32.13,0.64,3.68,6.75,Garnet
Sample9_pt23,37.86,0.15,19.66,0,0,31.91,0.74,3.71,6.77,Garnet
Sample9_pt24,37.56,0.11,19.93,0,0,32.54,0.81,3.58,6.73,Garnet
Sample9_pt25,37.91,0.12,19.92,0,0,32.24,0.69,3.74,6.66,Garnet
Sample9_pt26,38.02,0.07,19.47,0.06,0,32.49,0.69,3.85,6.59,Garnet
Sample9_pt27,38.31,0.09,19.65,0.03,0,31.88,0.66,3.53,6.74,Garnet
Sample9_pt28,38.11,0.12,19.67,0.04,0,31.97,0.72,3.6,6.62,Garnet
Sample9_pt29,37.94,0.23,19.42,0,0,31.89,0.69,3.73,6.69,Garnet
Sample9_pt30,37.44,0.16,19.67,0,0,31.77,0.7,3.72,6.71,Garnet
Sample9_pt31,37.62,0.06,19.64,0,0,32,0.78,3.77,6.63,Garnet
Sample9_pt32,37.55,0.15,19.89,0,0,31.89,0.77,3.83,6.56,Garnet
Sample9_pt33,37.93,0.05,19.65,0.04,0,31.99,0.7,3.67,6.65,Garnet
Sample9_pt34,37.98,0.12,19.81,0.02,0,31.47,0.77,3.72,6.62,Garnet
Sample9_pt35,37.57,0.18,19.86,0.04,0,31.86,0.64,3.68,6.36,Garnet
Sample9_pt36,37.47,0.13,19.76,0,0,32.05,0.79,3.65,6.5,Garnet
Sample9_pt37,37.17,0.1,19.81,0.04,0,31.65,0.76,3.54,6.4,Garnet
Sample9_pt38,37.3,0.06,19.62,0,0,31.78,0.69,3.67,6.46,Garnet
Sample9_pt39,37.7,0.14,19.65,0.02,0,31.89,0.64,3.82,6.67,Garnet
Sample9_pt40,37.32,0.09,19.69,0.03,0,31.81,0.72,3.63,6.52,Garnet
Sample9_pt41,37.48,0.11,19.91,0,0,31.89,0.59,3.79,6.36,Garnet
Sample9_pt42,37.29,0.08,20.24,0,0,31.88,0.71,3.83,6.71,Garnet
Sample9_pt43,37.21,0.14,19.85,0.02,0,32.03,0.79,3.8,6.39,Garnet
Sample9_pt44,36.96,0.13,20.09,0.03,0,31.81,0.77,3.71,6.56,Garnet
Sample9_pt45,37.06,0.14,20.16,0,0,32.34,0.69,3.7,6.5,Garnet
Sample9_pt46,37.19,0.08,20,0.03,0,32,0.78,3.76,6.42,Garnet
Sample9_pt47,37.71,0.05,20.14,0,0,32.06,0.74,3.77,6.5,Garnet
Sample9_pt48,38.16,0.04,20.62,0.07,0,31.87,0.73,3.82,6.59,Garnet
Sample9_pt49,36.34,0.16,19.93,0.05,0,31.82,0.66,3.59,6.43,Garnet
Sample9_pt50,36.98,0.03,20.22,0,0,32.44,0.67,3.71,6.34,Garnet
Sample9_pt51,36.99,0.15,20.03,0,0,32.08,0.71,3.85,6.57,Garnet
Sample9_pt52,37.22,0.1,20.23,0,0,32.07,0.66,3.81,6.52,Garnet
Sample9_pt53,37.02,0.15,19.9,0.04,0,32,0.76,3.82,6.39,Garnet
Sample9_pt54,37.18,0.11,20.23,0,0,32.11,0.66,3.78,6.71,Garnet
Sample9_pt55,37.07,0.05,20.14,0,0,31.83,0.74,3.77,6.52,Garnet
Sample9_pt56,36.83,0.08,20.03,0,0,31.58,0.76,3.67,6.32,Garnet
Sample9_pt57,37.2,0.09,19.95,0,0,31.9,0.74,3.84,6.42,Garnet
Sample9_pt58,36.48,0,20.18,0,0,32.14,0.72,3.86,6.47,Garnet
Sample9_pt59,36.97,0.2,20.13,0.03,0,31.69,0.7,3.76,6.55,Garnet
Sample9_pt60,36.64,0.11,20.15,0.04,0,32.01,0.74,3.72,6.51,Garnet
Sample9_pt61,36.81,0.16,20.13,0.06,0,32,0.69,3.72,6.39,Garnet
Sample9_pt62,36.77,0.17,20.23,0,0,31.76,0.75,3.8,6.38,Garnet
Sample9_pt63,36.46,0.2,20.6,0,0,31.85,0.74,3.76,6.56,Garnet
Sample9_pt64,36.4,0.13,20.37,0,0,31.99,0.64,3.67,6.41,Garnet
Sample9_pt65,36.89,0.13,20.54,0,0,32.28,0.8,3.71,6.43,Garnet
Sample9_pt66,36.43,0.16,20.14,0,0,32.28,0.75,3.68,6.36,Garnet
Sample9_pt67,36.58,0.14,20.23,0.02,0,31.97,0.76,3.7,6.47,Garnet
Sample9_pt68,36.94,0.17,20.28,0,0,32.17,0.76,3.77,6.55,Garnet
Sample9_pt69,36.48,0.17,20.1,0,0,32.05,0.73,3.7,6.56,Garnet
Sample9_pt70,36.66,0.06,20.41,0,0,31.97,0.83,3.79,6.38,Garnet
Sample9_pt71,36.3,0.17,20.13,0.03,0,31.98,0.67,3.78,6.45,Garnet
Sample9_pt72,36.78,0.14,20.2,0.05,0,31.71,0.73,3.81,6.33,Garnet
Sample9_pt73,36.27,0.13,20.36,0,0,31.85,0.75,3.64,6.43,Garnet
Sample9_pt74,36.26,0.21,20.36,0.03,0,31.81,0.77,3.73,6.65,Garnet
Sample9_pt75,36.37,0.08,20.28,0,0,31.27,0.8,3.7,6.39,Garnet
Sample9_pt76,36.64,0.16,20.16,0,0,31.41,0.71,3.77,6.55,Garnet
Sample9_pt77,36.24,0.12,19.72,0,0,31.77,0.71,3.64,6.55,Garnet
Sample9_pt78,36.18,0.15,20.11,0,0,32.01,0.7,3.86,6.55,Garnet
Sample9_pt79,36.25,0.13,20.27,0,0,31.97,0.69,3.77,6.52,Garnet
Sample9_pt80,36.05,0.13,20.36,0,0,31.13,0.76,3.73,6.33,Garnet
Sample9_pt81,36.24,0.18,20.41,0,0,31.48,0.71,3.85,6.39,Garnet
Sample9_pt82,36.49,0.12,20.48,0.03,0,31.24,0.66,3.56,6.36,Garnet
Sample9_pt83,36.66,0.13,20.32,0.05,0,31.79,0.73,3.72,6.42,Garnet
Sample9_pt84,36.76,0.17,20.19,0,0,31.46,0.76,3.69,6.44,Garnet
Sample9_pt85,36.18,0.17,20.17,0,0,31.67,0.74,3.76,6.46,Garnet
Sample9_pt86,36.43,0.14,20.19,0.03,0,31.65,0.74,3.77,6.33,Garnet
Sample9_pt87,36.12,0.22,19.98,0.02,0,31.5,0.71,3.72,6.44,Garnet
Sample9_pt88,36.45,0.13,20.63,0.03,0,31.46,0.68,3.91,6.48,Garnet
Sample9_pt89,36.84,0.18,20.47,0,0,31.91,0.82,3.93,6.49,Garnet
