PointID,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,FeO,MnO,MgO,CaO,Mineral
Sample17_pt45,38.12,0.07,20.76,0,0,30.73,0.59,4,6.5,Garnet
Sample17_pt46,38.04,0.07,20.71,0.02,0,30.01,0.66,3.81,6.47,Garnet
Sample17_pt47,37.94,0,20.69,0,0,30.32,0.74,3.92,6.52,Garnet
Sample17_pt48,38.39,0.02,20.83,0.04,0,30.53,0.75,3.84,6.57,Garnet
Sample17_pt49,38.09,0,20.66,0,0,30.19,0.66,3.85,6.62,Garnet
Sample17_pt50,38.19,0.08,20.99,0.03,0,30.36,0.63,3.93,6.6,Garnet
Sample17_pt51,38.15,0.11,20.75,0.03,0,29.94,0.65,3.87,6.71,Garnet
Sample17_pt52,38.42,0.02,20.68,0.02,0,30.08,0.65,3.84,6.9,Garnet
Sample17_pt53,38.23,0.03,20.83,0,0,29.57,0.7,3.86,7.12,Garnet
Sample17_pt54,38.56,0.24,20.95,0,0,22.41,1.63,4.67,11.44,Garnet
Sample17_pt55,38.64,0.31,21.22,0,0,22.18,1.13,4.7,12.23,Garnet
Sample17_pt56,38.83,0.4,20.96,0,0,21.47,1.14,4.18,13.23,Garnet
Sample17_pt57,38.44,0.27,21.38,0,0,21.62,1.05,4.05,13.1,Garnet
