PointID,SiO2,TiO2,Al2O3,Cr2O3,FeO,MnO,MgO,NiO,CaO,Na2O,K2O,P2O5,Mineral
37317,41.81,0.64,21.85,2.01,7.99,0.36,20.46,0,4.33,0.11,0,0,Garnet
37318,41.69,0.66,21.71,1.91,8.05,0.38,20.5,0,4.4,0.09,0,0,Garnet
37319,41.03,0.67,21.56,1.76,7.85,0.36,20.28,0,4.45,0.08,0,0,Garnet
37320,42.14,0.64,22.19,1.84,8.14,0.33,20.62,0,4.34,0.08,0,0,Garnet
37321,41.89,0.64,22.18,1.84,7.89,0.39,20.57,0,4.31,0.09,0,0,Garnet
37322,42.09,0.64,22.23,1.77,8.16,0.36,20.45,0,4.28,0.11,0,0,Garnet
37323,41.93,0.61,21.92,1.78,8.06,0.37,20.48,0,4.25,0.11,0,0,Garnet
37324,41.63,0.64,22,1.76,8.04,0.38,20.43,0,4.28,0.08,0,0,Garnet
37325,42.26,0.64,22.53,1.73,8.04,0.39,20.63,0,4.28,0.08,0,0,Garnet
37326,42.3,0.65,22.35,1.76,8.19,0.33,20.44,0,4.34,0.08,0,0,Garnet
37327,42.16,0.63,22.51,1.78,8.19,0.32,20.77,0,4.37,0.09,0,0,Garnet
37328,42.25,0.64,22.37,1.87,7.92,0.34,20.72,0,4.35,0.08,0,0,Garnet
37329,41.98,0.64,22.01,2.13,7.91,0.34,20.39,0,4.35,0.09,0,0,Garnet
37330,41.87,0.65,21.9,1.99,8.07,0.36,20.49,0,4.29,0.07,0,0,Garnet
37331,42.09,0.64,21.96,2.05,8.11,0.4,20.58,0,4.32,0.1,0.01,0,Garnet
37332,41.7,1.36,19.65,2.82,9.99,0.35,20.19,0,4.59,0.11,0,0,Garnet
37333,42.2,0.99,20.27,2.8,9.69,0.37,20.78,0,4.04,0.15,0,0,Garnet
37334,41.61,1.26,19.66,2.76,9.98,0.37,20.3,0,4.52,0.09,0,0,Garnet
37335,41.86,1.1,20.32,2.65,9.84,0.35,20.69,0,4.19,0.15,0,0,Garnet
37336,41.77,1.31,19.58,2.79,10.01,0.38,20.43,0,4.36,0.11,0,0,Garnet
37337,41.3,1.13,19.37,3.22,9.03,0.34,19.88,0,5.39,0.11,0,0,Garnet
37338,41.73,0.99,19.64,3.27,9.03,0.33,20.3,0,4.99,0.1,0,0,Garnet
37339,41.58,1.05,19.85,3.23,9.05,0.36,20.16,0,4.93,0.08,0,0,Garnet
37340,41.05,0.89,19.27,3.82,8.55,0.32,20.38,0,4.7,0.1,0,0,Garnet
37341,40.93,0.93,18.93,3.88,8.46,0.3,20.31,0,4.75,0,0,0,Garnet
37342,40.95,0.95,19.26,3.75,8.45,0.34,20.26,0,4.67,0.08,0,0,Garnet
37343,41.6,0.11,21.82,2.38,9.3,0.48,19.41,0,4.89,0,0,0,Garnet
37344,40.6,0.96,19.14,3.57,8.5,0.37,19.96,0,5.03,0.07,0,0,Garnet
37345,40.48,0.97,19.02,3.57,8.49,0.3,19.92,0,5.06,0,0,0,Garnet
37346,41.52,1.01,19.44,3.61,8.57,0.36,20.39,0,5.07,0.08,0,0,Garnet
37347,40.68,1,19.01,3.6,8.44,0.33,19.91,0,5.01,0.09,0,0,Garnet
37348,40.88,1.03,19.15,3.64,8.59,0.31,20.06,0,5.14,0.07,0,0,Garnet
37349,42.77,0.58,20.61,0.06,15.36,0.32,10.18,0,9.86,0.22,0.04,0,Garnet
37350,39.42,0.62,21.24,0.06,16.9,0.31,10.22,0.02,11.08,0.12,0,0,Garnet
37351,38.74,0.53,22.88,0.05,15.54,0.28,9.47,0.01,12.3,0.2,0,0,Garnet
37352,41.56,0.47,20.81,0.06,17.7,0.44,12.26,0.01,6.52,0.18,0,0,Garnet
37353,37.67,0.47,25.5,0.05,16.19,0.46,12.92,0.01,6.44,0.28,0,0,Garnet
37354,38.34,0.44,24.43,0.04,16.96,0.43,12.56,0.01,6.58,0.18,0.01,0,Garnet
37355,35.56,0.43,26.53,0.06,16.96,0.44,13.38,0.02,6.4,0.21,0,0,Garnet
37356,42.61,0.4,20.5,0.08,10.19,0.21,12.96,0.01,12.9,0.14,0,0,Garnet
37357,41.88,0.4,20.02,0.06,10.78,0.24,12.85,0.03,13.6,0.15,0,0,Garnet
37358,35.48,0.38,27.65,0.07,9.22,0.23,14.13,0.02,12.67,0.15,0,0,Garnet
37359,39.71,0.76,19.72,0.06,18.11,0.37,11.17,0,9.8,0.31,0,0,Garnet
37360,36.93,0.66,26.23,0.02,15.37,0.32,11.64,0.01,8.53,0.29,0.01,0,Garnet
37361,38.19,0.75,22.8,0.03,15.63,0.36,8.81,0.01,13.15,0.26,0.01,0,Garnet
37362,41.29,0.74,20.84,0.51,15.56,0.37,16.42,0.03,4.15,0.1,0,0,Garnet
37363,43.15,0.52,24.22,0.02,10.38,0.19,9.66,0,11.44,0.27,0,0,Garnet
37364,39.52,0.62,22.26,0.02,14.3,0.29,9.62,0.02,12.89,0.26,0,0,Garnet
37365,41.13,0.65,19.95,0.03,15.66,0.28,9.76,0.03,12.05,0.28,0,0,Garnet
37366,41.67,0.64,18.66,0.01,14.71,0.23,10.36,0.03,13.11,0.27,0.03,0,Garnet
37367,41.56,0.66,19.51,0.01,13.83,0.24,12.11,0.01,11.58,0.23,0.03,0,Garnet
37368,40.19,0.68,20.2,0.02,14.61,0.27,10.5,0,12.89,0.23,0.04,0,Garnet
37369,38.19,0.67,23.16,0.02,14.14,0.3,8.71,0,14.27,0.28,0,0,Garnet
37370,41.4,0.61,21.36,0.07,14.53,0.29,9.85,0,11.4,0.28,0,0,Garnet
37371,41.17,0.49,20.56,0.1,17.43,0.49,13.9,0.02,5.66,0.19,0,0,Garnet
37372,40.99,0.48,21.34,0.09,17.76,0.43,12.91,0.01,5.81,0.17,0.01,0,Garnet
37373,40.97,0.48,21.84,0.09,17.35,0.46,12.77,0.02,5.84,0.17,0,0,Garnet
37374,41.96,0.49,20.53,0.09,17.47,0.42,13.31,0.01,5.53,0.19,0,0,Garnet
37375,41.55,0.45,21.91,0.09,16.85,0.47,12.95,0,5.54,0.18,0,0,Garnet
37376,41.07,0.52,19.97,0.09,18.11,0.45,13.67,0.01,5.91,0.21,0,0,Garnet
37377,41.26346814,0.010442803,14.23774022,10.96648993,6.027606986,0.2833893,26.36087659,0.027510536,0.804774057,0,0.017701439,0,Garnet
37378,38.91413555,0.021542672,13.93902546,11.53133697,5.756963956,0.258540291,27.7838529,0.030466907,0.75400007,0,1.010135228,0,Garnet
37379,38.12,0.47,25.58,0.07,15.43,0.38,10.74,0.01,8.89,0.22,0.09,0,Garnet
37380,41.88,0.47,20.77,0.05,15.67,0.37,11.36,0.02,9.15,0.25,0,0,Garnet
37381,37.37286991,0.043869164,10.66179821,17.46476903,6.238407881,0.336811747,27.14616426,0.027619557,0.692598678,0,0.015091561,0,Garnet
37382,43.27055841,0.049018254,12.78195969,16.77563006,5.920734465,0.33820984,20.19316985,0.022342854,0.634332681,0.002074666,0.011969237,0,Garnet
37383,41.78459544,1.445719975,16.9085969,3.122588032,14.30761614,0.357884715,16.93077308,0,5.11611047,0.058956462,0,0,Garnet
37384,41.08121799,1.456532765,17.58857429,3.041183447,13.81087236,0.326200681,17.64135672,0.00050001,5.024535224,0.056787955,0,0,Garnet
37385,45.31499765,1.557213924,14.91327156,3.183229749,13.87471305,0.328288636,15.63110395,0.013664932,5.127272483,0.073635362,0,0,Garnet
37386,41.11854686,1.444227325,16.13904253,3.17011216,14.31744822,0.34707177,17.63705349,0,5.712731171,0.096807855,0.016909207,0,Garnet
37387,40.29463794,1.437870656,18.17114715,2.973554407,13.3610924,0.322429362,18.40496413,0.004520614,4.99946355,0.058272738,0,0,Garnet
37388,40.952176,0.645329136,19.54443866,0.080568745,18.50369959,0.351174327,10.58252123,0.002569055,9.207970974,0.167549807,0,0,Garnet
37389,38.09243984,0.587123714,23.27791542,0.036103581,16.28208858,0.262996995,10.42798089,0.012056167,10.83416382,0.187130998,0,0,Garnet
37390,35.53994894,0.501956488,24.22435982,0.043473874,17.13539665,0.278580118,11.04195627,0.0055885,11.07222252,0.156516818,0,0,Garnet
37391,41.17180717,0.66218451,20.16749267,0.039288727,17.40644757,0.293488929,8.912297502,0.008653103,11.09962577,0.237758859,0.000955188,0,Garnet
37392,37.54730403,0.507134025,22.79395844,0.050373546,17.05488735,0.302144937,10.44467879,0.006265598,11.09904424,0.194209033,0,0,Garnet
37393,37.96734366,0.638308855,22.5777017,0.06442207,16.97984051,0.292443934,10.37134409,0.018004952,10.88753492,0.202895381,0.000159932,0,Garnet
37394,41.54341623,0.450101852,21.78924455,0.08299905,16.80796657,0.381575713,13.59533646,0.003935326,5.210416667,0.152224886,0,0,Garnet
37395,41.40273659,0.454120693,21.23665664,0.107221775,17.843012,0.408265031,13.05599567,-0.004205541,5.368258057,0.146635884,0,0,Garnet
37396,42.37013807,0.453359884,20.90144533,0.060354565,17.25364237,0.390600849,13.1006407,0,5.351957796,0.166263873,0,0,Garnet
37397,46.30430283,0.508005742,17.80546904,0.075204918,18.45565042,0.417163917,10.85951303,0,5.445079685,0.179886,0,0,Garnet
37398,36.83590796,0.261360445,23.91847052,0.08189787,16.22058095,0.41272775,14.46050006,0,7.708268796,0.12023923,0,0,Garnet
37399,35.88865966,0.264273172,23.46660523,0.089028725,16.21942276,0.42348783,15.88871615,0.009813534,7.667695163,0.098616948,0,0,Garnet
37400,40.29989082,0.24270901,22.107904,0.065378293,16.57272519,0.43969902,12.45642705,0,7.711589857,0.14997414,0,0,Garnet
37401,38.09653168,0.262780897,23.15897881,0.104729559,16.78293328,0.426778489,13.26053388,0,7.815352461,0.132785054,0,0,Garnet
37402,39.79504834,0.489035723,21.24206611,0.135571533,17.68402027,0.432818138,14.75003035,0.030763708,5.255932624,0.203770533,0,0,Garnet
37403,45.57396343,0.468455255,18.713058,0.056512828,17.93917093,0.428189224,11.24558792,0.014122472,5.369011227,0.216992793,0,0,Garnet
37404,33.36049524,0.476719845,25.44927171,0.058791022,17.28482556,0.405174682,18.4744145,0.005862912,4.369397162,0.11504737,0,0,Garnet
37405,39.45869067,0.736433926,22.17569328,0.08877662,15.38753856,0.46769063,12.18066191,0.029487344,9.276806534,0.192261923,0.005958598,0,Garnet
37406,39.47718915,0.705751013,22.27551291,0.070901467,15.47389904,0.465959084,12.05182803,0.01934028,9.281844806,0.177242552,0.000531681,0,Garnet
37407,43.49003934,0.739892647,19.16422888,0.08503681,16.18296404,0.488944498,10.18431179,0.022890152,9.417396875,0.219942969,0.004352001,0,Garnet
37408,36.49873629,0.745461645,23.17880506,0.092509605,16.12110981,0.513474642,13.23060686,0.019723009,9.430049166,0.163582339,0.005941573,0,Garnet
37409,34.75504294,0.748457675,22.13852099,3.845242376,11.80117128,0.416195303,21.2151558,0.014222259,5.020941562,0.045049821,0,0,Garnet
37410,43.65612588,0.788604427,17.47819845,4.093386774,11.50052237,0.415559846,16.95180856,0.018963814,4.993388301,0.083454225,0.019987348,0,Garnet
37411,38.31497667,0.628947599,21.89021769,0.024381488,20.9559429,0.525760971,10.64545104,0,6.724682388,0.346845036,0,0,Garnet
37412,42.97066635,0.82592257,15.61133727,4.535048047,16.19057952,0.443297954,14.0561324,0.006830977,5.295008914,0.047590179,0.017591677,0,Garnet
37413,44.38986502,0.82492504,14.50761099,4.581145438,17.29806293,0.456001689,13.19695859,0.020146483,4.69229583,0.055186753,0,0,Garnet
37414,37.29067155,0.613704806,22.91271543,0.161517274,16.67129723,0.664661243,14.45239447,-0.001949635,7.115631676,0.138113517,0,0,Garnet
37415,43.53325002,0.595479644,19.45264228,0.158445967,17.13092236,0.678266317,11.10586736,0.005426006,7.176403515,0.183819449,0,0,Garnet
37416,44.93258441,0.609098153,18.51904958,0.156230321,17.59907199,0.678081423,10.0381093,0,7.326778913,0.184102489,0,0,Garnet
37417,38.98547463,0.405868573,22.99771276,0.118398494,14.03968358,0.355480931,18.96791778,0.022850398,4.024599542,0.081539103,0.000522347,0,Garnet
37418,42.8540833,1.014955408,18.70755622,0.073213294,17.35852546,0.363129065,8.523259355,-0.000421345,10.85010769,0.25584387,-0.000258817,0,Garnet
37419,35.63221037,0.992573588,23.08368664,0.068059298,17.45108087,0.367986452,11.21536216,0,11.00463439,0.180174083,0.002749054,0,Garnet
37420,38.80105265,0.986565253,21.73375514,0.061666419,17.12551061,0.361192117,10.13836111,-0.003983734,10.58246877,0.213163588,0.000279479,0,Garnet
37421,38.52684,0.2556355,22.6634,0.0548594,13.80284,0.3180536,14.64691,0.0002981,6.922126,0.1673611,0.0025757,0,Garnet
37422,37.70107143,0.188153357,21.8331,0.052676214,14.36063571,0.304560786,11.87295714,0.006885714,9.075584286,0.155682214,0.001120786,0,Garnet
37423,35.038,0.183779,22.96105,0.044282125,13.006725,0.293828625,12.4847125,0.002949375,8.70606625,0.140076,0.002432,0,Garnet
37424,41.7,0.05,22.7,0.06,15.7,0.36,13.7,0,7.26,0.01,0,0,Garnet
37425,41.3,0.03,23,0.09,13.1,0.32,16.8,0,5.04,0.01,0,0,Garnet
37426,38.9,0.06,21.6,0.03,21.6,0.56,7.92,0,8.26,0.007,0,0,Garnet
37427,41.6,0.03,23.3,0.05,13.7,0.29,17.3,0,4.3,0.005,0,0,Garnet
37428,41.1,0.04,22.7,0.18,15.6,0.44,15.3,0,4.74,0,0,0,Garnet
37429,41.6,0.06,23.1,0.21,12.6,0.35,18,0,3.93,0.01,0,0,Garnet
37430,40.8,0.04,22.7,0.02,15.3,0.38,15.3,0,4.69,0,0,0,Garnet
37431,40.6,0.07,22.6,0.11,14.6,0.34,11.3,0,10.4,0.01,0,0,Garnet
37432,40.9,0.04,22.7,0.19,15.2,0.33,14.5,0,5.75,0,0,0,Garnet
37433,40.6,0.07,22.7,0.13,13.7,0.34,14.9,0,6.5,0.01,0,0,Garnet
37434,40.7,0.03,22.8,0.11,14.5,0.28,14,0,6.91,0.01,0,0,Garnet
37435,41.7,0.06,23.2,0.22,12.8,0.34,17.9,0,3.94,0.01,0,0,Garnet
37436,41,0.02,22.9,0.05,17.6,0.4,14.3,0,4.17,0.01,0,0,Garnet
37437,40.7,0.05,22.8,0.04,13.1,0.32,13.5,0,8.61,0,0,0,Garnet
37438,40.4,0.05,22.6,0.06,16.4,0.44,12.6,0,6.87,0.01,0,0,Garnet
37439,40.2,0.06,22.4,0.07,16.9,0.46,10.8,0,8.88,0.01,0,0,Garnet
37440,41.4,0.04,23.1,0.09,12.2,0.34,17.8,0,4.33,0,0,0,Garnet
37441,69.7,0.06,12.93,0,3.54,0.04,1.72,0,1.8,3.02,1.34,0.02,Garnet
37442,71.79,0.64,11.36,0,4.47,0,2.54,0,1.38,2.21,0.44,0.2,Garnet
37443,75.81,0.34,11.46,0,2.43,0.07,0.5,0,0.92,3.49,0.31,0.07,Garnet
37444,73.79,0.22,13.43,0,4.84,0.12,1.62,0,1.78,4.22,0.25,0,Garnet
37445,72.04,0.34,12.52,0,3.51,0.07,1.7,0,1.72,3.86,0.38,0,Garnet
37446,72.3,0.38,13.57,0,2.59,0.01,1,0,1.52,5.55,0.2,0.1,Garnet
37447,67.79,0.33,12.82,0,2.91,0.01,0.72,0,1.55,3.86,1.81,0.03,Garnet
37448,37.74,0.31,20.44,0,31.09,2,3.22,0,5.8,0,0,0,Garnet
37449,37.5,0.36,20.35,0,30.61,2.23,3.18,0,5.59,0,0,0,Garnet
37450,37.74,0.31,20.5,0,29.9,1.98,3.41,0,6.62,0,0,0,Garnet
37451,37.88,0.34,20.42,0,29.82,2.17,3.39,0,6.35,0,0,0,Garnet
37452,37.68,0.26,20.56,0,29.85,1.79,2.96,0,7.03,0,0,0,Garnet
37453,37.31,0.4,20.07,0,30.66,2.03,3.04,0,5.9,0,0,0,Garnet
37454,37.88,0.29,20.42,0,29.54,1.48,3.08,0,7.56,0,0,0,Garnet
37455,37.59,0.32,20.22,0,29.83,1.99,2.86,0,7.07,0,0,0,Garnet
37456,37.6,0.3,20.34,0,29.59,1.7,2.92,0,7.38,0,0,0,Garnet
37457,37.35,0.41,20.22,0,30.49,1.82,3.02,0,6.38,0,0,0,Garnet
37458,37.66,0.31,20.31,0,29.87,1.86,2.96,0,6.76,0,0,0,Garnet
37459,37.62,0.28,20.3,0,29.62,1.93,2.88,0,7.22,0,0,0,Garnet
37460,37.1,0.34,20.12,0,29.3,1.75,2.93,0,7.47,0,0,0,Garnet
37461,37.49,0.32,20.24,0,29.45,1.43,3.08,0,7.65,0,0,0,Garnet
37462,37.8,0.22,20.51,0,30.3,1.6,3.22,0,6.71,0,0,0,Garnet
37463,37.53,0.37,20.28,0,30.11,1.94,2.86,0,6.9,0,0,0,Garnet
37464,37.94,0.27,20.7,0,29.54,1.43,3.17,0,7.63,0,0,0,Garnet
37465,37.59,0.39,20.34,0,31.17,1.88,3.1,0,5.99,0,0,0,Garnet
37466,37.77,0.4,20.46,0,29.8,1.69,2.96,0,7.45,0,0,0,Garnet
37467,37.46,0.46,20.26,0,31.1,1.66,3.34,0,5.9,0,0,0,Garnet
37468,37.46,0.33,20.23,0,29.12,1.59,3.02,0,7.49,0,0,0,Garnet
37469,37.27,0.33,20.2,0,29.54,1.97,2.74,0,7.2,0,0,0,Garnet
37470,37.46,0.35,20.3,0,29.25,1.56,3.01,0,7.51,0,0,0,Garnet
37471,37.43,0.32,20.3,0,29.51,1.65,2.94,0,7.33,0,0,0,Garnet
37472,37.19,0.39,20.2,0,30.26,1.87,2.91,0,6.26,0,0,0,Garnet
37473,36.98,0.45,19.93,0,29.74,1.87,2.83,0,7.06,0,0,0,Garnet
37474,37.2,0.35,20.14,0,30.25,2.07,3.03,0,5.88,0,0,0,Garnet
37475,37.35,0.25,20.33,0,29.29,1.8,2.84,0,7.42,0,0,0,Garnet
37476,37.46,0.19,20.25,0,29.04,1.48,3,0,7.57,0,0,0,Garnet
37477,37.71,0.33,20.38,0,30.65,1.81,3.2,0,5.85,0,0,0,Garnet
37478,37.75,0.36,20.31,0,29.31,1.71,2.91,0,7.46,0,0,0,Garnet
37479,37.61,0.41,20.29,0,30.09,1.85,3.01,0,6.48,0,0,0,Garnet
37480,37.67,0.39,20.38,0,30.37,1.83,3.13,0,6.2,0,0,0,Garnet
37481,37.5,0.24,20.42,0,30.71,1.86,3.15,0,5.9,0,0,0,Garnet
37482,37.67,0.33,20.4,0,30.47,1.95,3.06,0,5.92,0,0,0,Garnet
37483,37.69,0.31,20.4,0,29.2,1.85,2.97,0,7.12,0,0,0,Garnet
37484,37.92,0.16,20.76,0,29.63,1.86,3.25,0,6.74,0,0,0,Garnet
37485,37.71,0.29,20.46,0,30.44,1.94,3.1,0,5.9,0,0,0,Garnet
37486,37.56,0.37,20.22,0,30,2.05,3.17,0,6.06,0,0,0,Garnet
37487,37.73,0.41,20.47,0,27.78,1.96,5.28,0,5.69,0,0,0,Garnet
37488,38.17,0.38,20.53,0,28.28,2.11,5.12,0,5.46,0,0,0,Garnet
37489,38.17,0.38,20.63,0,27.37,1.64,5.93,0,5.65,0,0,0,Garnet
37490,38.19,0.44,20.49,0,28.89,2.09,5.69,0,4.43,0,0,0,Garnet
37491,37.87,0.36,20.49,0,28.66,2.13,5.57,0,4.77,0,0,0,Garnet
37492,37.96,0.39,20.59,0,27.29,1.64,5.96,0,5.55,0,0,0,Garnet
37493,38.06,0.35,20.75,0,27.23,1.79,6.39,0,4.97,0,0,0,Garnet
37494,37.92,0.43,20.59,0,27.67,2.04,5.81,0,5.12,0,0,0,Garnet
37495,37.81,0.36,20.66,0,28.12,2.05,5.76,0,4.74,0,0,0,Garnet
37496,38.02,0.47,20.57,0,28.47,1.96,5.97,0,4.58,0,0,0,Garnet
37497,38.19,0.37,20.78,0,27.84,1.89,6.17,0,4.66,0,0,0,Garnet
37498,37.92,0.42,20.61,0,27.22,1.97,6.26,0,4.62,0,0,0,Garnet
37499,38.2,0.38,20.69,0,27.77,1.96,6.05,0,4.79,0,0,0,Garnet
37500,37.85,0.44,20.72,0,27.69,1.77,5.95,0,5.04,0,0,0,Garnet
37501,37.88,0.4,20.43,0,27.93,1.85,5.83,0,4.96,0,0,0,Garnet
37502,37.94,0.39,20.56,0,28.35,1.94,5.77,0,4.73,0,0,0,Garnet
37503,38,0.32,20.54,0,28.3,2.21,5.46,0,4.8,0,0,0,Garnet
37504,37.7,0.41,20.47,0,28.3,2.15,5.54,0,4.9,0,0,0,Garnet
37505,38.19,0.42,20.65,0,27.57,1.93,6.16,0,5.01,0,0,0,Garnet
37506,38.14,0.45,20.58,0,27.65,1.98,5.89,0,5.16,0,0,0,Garnet
37507,37.82,0.22,20.66,0,27.36,1.87,6.13,0,4.6,0,0,0,Garnet
37508,38.21,0.41,20.64,0,28.03,2.02,5.74,0,5.08,0,0,0,Garnet
37509,38.25,0.37,20.55,0,27.78,1.82,5.97,0,4.97,0,0,0,Garnet
37510,38.16,0.45,20.48,0,28.35,2,5.59,0,4.9,0,0,0,Garnet
37511,38.27,0.41,20.71,0,27.43,1.75,5.84,0,5.34,0,0,0,Garnet
37512,38.14,0.4,20.67,0,27.37,1.75,5.91,0,5.38,0,0,0,Garnet
37513,37.69,0.47,20.49,0,28.5,2.03,5.77,0,4.64,0,0,0,Garnet
37514,38.22,0.43,20.73,0,27.19,1.62,5.95,0,5.67,0,0,0,Garnet
37515,38.17,0.25,20.85,0,28.12,2.05,6.11,0,4.28,0,0,0,Garnet
37516,37.91,0.41,20.68,0,27.79,1.85,5.77,0,5.15,0,0,0,Garnet
37517,37.76,0.43,20.61,0,28.17,2.05,5.47,0,5.06,0,0,0,Garnet
37518,37.88,0.46,20.47,0,28.53,2.22,5.8,0,4.55,0,0,0,Garnet
37519,37.62,0.55,20.26,0,28.2,2.31,5.36,0,5.1,0,0,0,Garnet
37520,37.66,0.46,20.23,0,28.29,2.32,5.23,0,5.09,0,0,0,Garnet
37521,38.15,0.45,20.76,0,27.49,1.75,6.3,0,4.85,0,0,0,Garnet
37522,38.26,0.44,20.71,0,27.31,1.93,6.08,0,5.35,0,0,0,Garnet
37523,37.92,0.43,20.56,0,27.79,2.15,5.73,0,4.81,0,0,0,Garnet
37524,37.9,0.39,20.59,0,27.93,1.93,6.13,0,4.4,0,0,0,Garnet
37525,37.94,0.43,20.37,0,27.71,2.19,5.55,0,5.34,0,0,0,Garnet
37526,38.34,0.3,20.98,0,28.14,1.77,6.13,0,4.83,0,0,0,Garnet
37527,40.2,0.094,16.4,8.58,7.81,0.351,18.1,0,6.34,0.044,0,0,Garnet
37528,43,0.114,22.8,0.83,7.73,0.421,21.1,0,3.89,0.038,0,0,Garnet
37529,42.8,0.101,22,1.67,8.9,0.478,19.8,0,4.31,0.023,0,0,Garnet
37530,41.7,0.167,17.9,7.15,6.67,0.332,20,0,5.46,0.059,0,0,Garnet
37531,41.8,0.165,22.2,1.39,8.68,0.464,20.8,0,4.05,0.056,0,0,Garnet
37532,41.4,0.399,17.8,6.85,5.9,0.286,19.5,0,6.28,0.082,0,0,Garnet
37533,41.3,0.254,21.7,1.5,9.79,0.479,19.9,0,4.33,0.083,0,0,Garnet
37534,41.3,0.129,19.2,4.9,7.61,0.404,20.7,0,5.03,0.023,0,0,Garnet
37535,41.6,0.234,22.4,0.86,9.63,0.442,20.6,0,3.84,0.093,0,0,Garnet
37536,41.4,0.244,22.2,0.88,10.61,0.443,19.6,0,4.14,0.076,0,0,Garnet
37537,41.3,0.059,20.9,3.19,9.07,0.541,20,0,4.46,0.038,0,0,Garnet
37538,42.7,0.435,20.6,3.07,7.33,0.376,20.9,0,4.22,0.102,0,0,Garnet
37539,41.5,0.24,17.3,7.33,7.08,0.296,19.9,0,5.01,0.053,0,0,Garnet
37540,41.3,0.068,20.1,3.94,9.7,0.483,18.4,0,4.79,0.033,0,0,Garnet
37541,42.1,0.222,21.1,2.23,7.95,0.439,19.7,0,5.6,0.079,0,0,Garnet
37542,42.2,0.214,21.6,1.63,7.8,0.418,20.1,0,5.23,0.066,0,0,Garnet
37543,42.6,0.053,21.7,2.6,6.17,0.281,22.5,0,3.23,0.038,0,0,Garnet
37544,41,0.423,17.9,6.33,7.19,0.314,19.6,0,5.38,0.098,0,0,Garnet
37545,41.6,0.074,20,4.4,8.43,0.403,19.8,0,4.23,0.039,0,0,Garnet
37546,41.2,0.179,20.9,2.92,7.48,0.349,20.2,0,4.68,0.072,0,0,Garnet
37547,42,0.032,20.4,4.24,7.73,0.379,22,0,2.27,0.041,0,0,Garnet
37548,42.1,0.458,19.7,3.72,7.01,0.379,21.1,0,4.49,0.1,0,0,Garnet
37549,41.8,0.2,19.5,5,7.11,0.319,20,0,5.06,0.079,0,0,Garnet
37550,41.6,0.072,20.8,3.36,8.42,0.419,19.9,0,4.31,0.039,0,0,Garnet
37551,41.3,0.172,20.4,3.32,9.63,0.526,20.6,0,3.23,0.086,0,0,Garnet
37552,41.7,0.217,21.8,1.46,9.76,0.467,19.8,0,4.32,0.058,0,0,Garnet
37553,41.9,0.056,21.4,1.61,7.21,0.259,17.1,0,9.84,0.015,0,0,Garnet
37554,41.6,0.05,20.8,3.24,9.09,0.431,19.3,0,4.27,0.04,0,0,Garnet
37555,41.3,0.209,19.1,5.11,8.12,0.33,19.6,0,4.89,0.05,0,0,Garnet
37556,41.2,0.043,20.3,3.77,9.66,0.487,18.5,0,4.82,0.03,0,0,Garnet
37557,40.1,0.196,14.4,11.11,7.28,0.345,18.3,0,6.42,0.058,0,0,Garnet
37558,42.4,0.211,22.1,1.51,9.78,0.478,19.4,0,4.33,0.042,0,0,Garnet
37559,40.4,0.193,14.4,11.1,7.33,0.328,18.2,0,6.5,0.063,0,0,Garnet
37560,41.5,0.061,21.4,2.61,8.02,0.461,21,0,4.15,0.038,0,0,Garnet
37561,42.4,0.06,20.8,3.16,9.08,0.538,19.4,0,4.4,0.042,0,0,Garnet
37562,37.77,0.13,21,0,23,0.32,5.92,0,10.67,0.22,0,0,Garnet
37563,36.3,0.18,23.09,0.07,9.31,0.07,0.82,0,18.78,0.11,0,0.09,Garnet
37564,35.08,0.32,22.19,0.08,8.4,0.08,1.68,0,16.18,0.12,0,0.14,Garnet
37565,31.38,10.32,2.3,0,19.73245298,0.51,0.74,0,31.95,0,0,0,Garnet
37566,30.54,13.11,1.65,0,20.98477729,0.58,0,0,32.21,0,0,0,Garnet
37567,31.17,8.93,2.38,0,20.29399712,0.47,0.84,0,32.56,0,0,0,Garnet
37568,31.4,9.79,1.53,0,21.37087015,0.59,0.63,0,32.24,0,0,0,Garnet
37569,30.5,8.83,2.47,0,22.45272024,0.4,0.68,0,31.55,0,0,0,Garnet
37570,28.89,11.1,2.28,0,20.38609196,0.37,0.92,0,31.8,0,0,0,Garnet
37571,33.29,6.51,0.48,0,23.57669576,0.66,0,0,31.89,0,0,0,Garnet
37572,34.74,4.05,1.63,0,24.03538828,0.45,0,0,32.73,0,0,0,Garnet
37573,29.96,11.5,1.14,0,18.74256006,0.72,0.8,0,32.11,0,0,0,Garnet
37574,29.11,11.86,0.8,0,19.95129848,0.87,0.8,0,29.87,0,0,0,Garnet
37575,26.87,11.41,1.72,0,16.14690273,0.3,2.06,0,30.86,0,0,0,Garnet
37576,30.34,10.68,0.58,0,19.76918834,0.51,0.73,0,31.51,0,0,0,Garnet
37577,35.04,3.98,2.06,0,23.45203185,0.49,0.37,0,34.51,0,0,0,Garnet
37578,28.6,14.2,2.41,0,19.6582174,0.48,0.96,0,32.38,0,0,0,Garnet
37579,31.98,9.67,1.76,0,22.18980743,0.67,0.71,0,32.76,0,0,0,Garnet
37580,34.05,5.16,1.16,0,23.84996761,0.36,0.36,0,33.43,0,0,0,Garnet
37581,33.01,7.13,1.22,0,22.60338522,0.38,0.35,0,32.82,0,0,0,Garnet
