PointID,SiO2,TiO2,Al2O3,Cr2O3,FeO,MnO,MgO,NiO,CaO,Na2O,K2O,P2O5,Mineral
37582,33.82,5.48,1.12,0,23.09924143,0.34,0.34,0,33.12,0,0,0,Garnet
37583,37.3,0.06,21.53,0,18.75,21.56,1.26,0,0.44,0.04,0.02,0,Garnet
37584,36.52,0.03,20.73,0,17.59896788,23.64,0.81,0,0.4,0.07,0.02,0,Garnet
37585,36.59,0.03,21.1,0,15.96,25.31,0.65,0,0.35,0,0,0,Garnet
37586,36.49,0.01,20.85,0,16.34,25.05,0.57,0,0.31,0,0,0,Garnet
37587,36.54,0,21.09,0,19.09,22.05,0.57,0,0.32,0.03,0.02,0,Garnet
37588,36.79,0.12,21.19,0,20.61,20.55,0.68,0,0.32,0.04,0,0,Garnet
37589,36.79,0.15,21.02,0,20.65,20.92,0.66,0,0.28,0.02,0.01,0,Garnet
37590,36.84,0.11,21.35,0,20.95,20.58,0.72,0,0.27,0.08,0,0,Garnet
37591,37.36,0.13,20.06,0,15.01,0.08,0.01,0,23.58,0,0,0,Garnet
37592,37.4,0.04,22.11,0,13.06,0.14,0,0,23.5,0,0,0,Garnet
37593,37.61,0.11,22.36,0,12.5,0.17,0.02,0,23.81,0,0,0,Garnet
37594,34.841,4.272,5.467,0.026,19.01068508,0.335,0.38,0,33.243,0,0,0,Garnet
37595,42.12,0.79,21.21,2.16,9.16,0.26,19.84,0,4.48,0.06,0,0,Garnet
37596,41.96,0.9,21.28,1.95,9.51,0.26,19.58,0,4.7,0.08,0,0,Garnet
37597,42.3,0.56,21.08,2.89,7.68,0.24,21.1,0,4.3,0.06,0,0,Garnet
37598,42.1,0.71,21.29,2.26,9.03,0.26,19.83,0,4.47,0.08,0,0,Garnet
37599,42.29,0.5,21.75,2.27,8.3,0.23,20.2,0,4.44,0.06,0,0,Garnet
37600,42.22,0.81,21.35,1.99,9.39,0.25,19.4,0,4.53,0.08,0,0,Garnet
37601,41.84,0.96,21.53,1.82,9.73,0.28,19.5,0,4.61,0.08,0,0,Garnet
37602,42.03,1,21.44,1.73,9.84,0.29,19.16,0,4.78,0.08,0,0,Garnet
37603,42.11,0.56,21.62,2.29,8.33,0.24,20.68,0,4.39,0.06,0,0,Garnet
37604,41.92,0.74,20.92,2.74,8.28,0.25,20.43,0,4.65,0.08,0,0,Garnet
37605,42.09,0.5,21.35,2.67,8.11,0.26,20.78,0,4.55,0.05,0,0,Garnet
37606,41.61,0.77,21.46,2.19,9.07,0.27,20.37,0,4.48,0.09,0,0,Garnet
37607,41.76,0.97,20.99,1.91,9.56,0.27,19.54,0,4.82,0.09,0,0,Garnet
37608,41.64,0.81,21.22,2.31,9.16,0.28,19.81,0,4.65,0.09,0,0,Garnet
37609,41.7,0.91,21.35,2.2,9.16,0.27,19.99,0,4.78,0.07,0,0,Garnet
37610,41.47,0.88,21.22,2.18,9.54,0.28,19.75,0,4.75,0.08,0,0,Garnet
37611,41.5,0.8,21.53,2.1,9.05,0.24,20.36,0,4.39,0.08,0,0,Garnet
37612,41.35,0.95,21.08,2.45,9.29,0.27,19.96,0,4.84,0.1,0,0,Garnet
37613,41.54,0.91,21.34,2.14,9.27,0.25,19.86,0,4.53,0.07,0,0,Garnet
37614,41.86,0.62,21.47,2.29,8.36,0.25,21.17,0,4.29,0.1,0,0,Garnet
37615,41.54,0.88,21.34,1.99,9.3,0.29,20.03,0,4.54,0.09,0,0,Garnet
37616,41.37,1.08,21.2,1.99,9.75,0.3,19.4,0,4.95,0.08,0,0,Garnet
37617,41.55,0.59,21.33,2.57,8.15,0.31,21.16,0,4.37,0.07,0,0,Garnet
37618,41.51,0.78,21.21,2.43,9.15,0.32,19.83,0,4.58,0.09,0,0,Garnet
37619,41.39,0.68,21.51,2.03,9.06,0.31,20.82,0,4.46,0.09,0,0,Garnet
37620,41.38,0.84,21.25,2.03,9.35,0.31,20.24,0,4.61,0.07,0,0,Garnet
37621,41.3,0.85,21.36,2.06,9.25,0.31,20.29,0,4.61,0.09,0,0,Garnet
37622,40.98,1.01,21.18,1.94,9.84,0.33,19.84,0,4.86,0.1,0,0,Garnet
37623,41.07,0.99,21.43,1.6,10.02,0.31,20.01,0,4.62,0.09,0,0,Garnet
37624,41.91,0.51,21.48,2.47,8.07,0.29,20.82,0,4.51,0.08,0,0,Garnet
37625,41.01,0.79,22.27,0.12,12.98,0.44,17.86,0,4.46,0.08,0,0,Garnet
37626,40.98,1.11,20.88,2.18,9.68,0.33,19.67,0,5.13,0.09,0,0,Garnet
37627,41.21,0.89,21.43,1.78,9.86,0.33,19.67,0,4.66,0.11,0,0,Garnet
37628,41.57,0.84,21.21,2.2,8.98,0.3,20.15,0,4.54,0.08,0,0,Garnet
37629,41.78,0.79,21.36,2.22,8.91,0.3,20.35,0,4.47,0.09,0,0,Garnet
37630,41.6,0.84,21.34,2.1,9.08,0.31,19.93,0,4.52,0.07,0,0,Garnet
37631,41.96,0.54,21.26,2.84,7.58,0.28,21.18,0,4.27,0.07,0,0,Garnet
37632,41.9,0.57,21.31,2.8,7.95,0.31,20.55,0,4.5,0.08,0,0,Garnet
37633,41.24,1.05,20.81,2.21,9.71,0.33,19.65,0,4.96,0.08,0,0,Garnet
37634,41.62,0.74,21.52,2.07,8.88,0.32,20.33,0,4.42,0.08,0,0,Garnet
37635,41.42,0.81,21.22,2.22,8.62,0.31,20.5,0,4.69,0.07,0,0,Garnet
37636,41.89,0.43,21.62,2.48,7.95,0.28,21.13,0,4.25,0.07,0,0,Garnet
37637,41.76,0.6,21.41,2.48,8.06,0.3,20.68,0,4.55,0.07,0,0,Garnet
37638,41.66,0.74,21.38,2.27,8.77,0.31,20.45,0,4.43,0.08,0,0,Garnet
37639,41,1,20.51,2.33,9.61,0.3,20.55,0,4.61,0.11,0,0,Garnet
37640,41.57,1,21.22,1.86,9.55,0.32,20.16,0,4.55,0.11,0,0,Garnet
37641,41.3,1.13,21.12,1.44,9.9,0.29,19.9,0,4.49,0.1,0,0,Garnet
37642,41.44,0.92,21.1,2.44,8.73,0.31,20.3,0,4.66,0.1,0,0,Garnet
37643,41.56,0.99,21.46,1.48,9.47,0.29,20.29,0,4.41,0.11,0,0,Garnet
37644,41.28,1.16,21.26,1.55,10.49,0.35,19.23,0,4.66,0.09,0,0,Garnet
37645,41.56,0.91,21.09,2.43,8.71,0.33,20.49,0,4.65,0.09,0,0,Garnet
37646,41.85,0.96,21.7,1.15,9.25,0.27,20.42,0,4.26,0.1,0,0,Garnet
37647,41.44,0.97,21.99,1.16,10.49,0.36,18.69,0,4.64,0.09,0,0,Garnet
37648,41.35,0.98,20.78,3.01,8.89,0.39,19.65,0,4.98,0.1,0,0,Garnet
37649,41.53,0.98,20.94,2.21,8.89,0.31,20.57,0,4.55,0.1,0,0,Garnet
37650,41.71,0.93,21.92,1.09,8.93,0.25,20.58,0,4.33,0.09,0,0,Garnet
37651,41.56,0.78,22.28,1.22,9.07,0.37,18.89,0,5.52,0.12,0,0,Garnet
37652,41.37,0.91,21.74,2.02,8.32,0.39,18.8,0,6.4,0.14,0,0,Garnet
37653,41.57,0.89,21.98,1.09,8.89,0.25,20.86,0,4.29,0.1,0,0,Garnet
37654,41.23,0.95,21.76,1.25,10.57,0.37,19.23,0,4.63,0.1,0,0,Garnet
37655,41.15,1.08,21.52,1.71,10.31,0.36,19.09,0,4.61,0.12,0,0,Garnet
37656,41.44,1.04,21.16,1.74,9.86,0.35,19.84,0,4.54,0.11,0,0,Garnet
37657,41.76,1.12,21.05,2.23,9.32,0.33,19.76,0,4.66,0.08,0,0,Garnet
37658,41.43,0.96,21.85,1.22,10.46,0.39,18.94,0,4.57,0.09,0,0,Garnet
37659,41.27,1.11,20.72,1.98,9.47,0.3,20.12,0,4.55,0.1,0,0,Garnet
37660,41.11,1.09,21.04,1.56,10.12,0.34,20.06,0,4.47,0.1,0,0,Garnet
37661,41.21,0.88,21.03,2.33,9.31,0.41,19.62,0,4.75,0.09,0,0,Garnet
37662,41.19,1.04,21.66,1.19,10.35,0.4,19.55,0,4.61,0.1,0,0,Garnet
37663,41.3,1.08,20.93,1.98,9.8,0.29,20.1,0,4.57,0.12,0,0,Garnet
37664,41.16,0.95,21.79,1.16,10.47,0.37,19.52,0,4.56,0.08,0,0,Garnet
37665,41.86,0.91,21.68,1.04,9.13,0.27,20.89,0,4.25,0.11,0,0,Garnet
37666,41.92,0.93,21.75,1.04,9.12,0.29,20.52,0,4.25,0.08,0,0,Garnet
37667,41.26,1.05,21.06,2.03,9.43,0.36,20.04,0,4.51,0.13,0,0,Garnet
37668,41.33,1.08,21.05,1.82,9.64,0.32,20.01,0,4.54,0.08,0,0,Garnet
37669,41.58,1,20.98,2.08,9.29,0.31,20.3,0,4.5,0.11,0,0,Garnet
37670,41.42,1.05,21.32,1.63,10,0.35,19.66,0,4.54,0.1,0,0,Garnet
37671,41.55,1.04,21.33,1.64,9.71,0.31,20.03,0,4.48,0.09,0,0,Garnet
37672,41.54,1.01,21.35,1.56,9.38,0.31,20.32,0,4.47,0.07,0,0,Garnet
37673,41.42,1.05,21.15,1.7,9.21,0.33,20.19,0,4.49,0.08,0,0,Garnet
37674,41.4,1.05,21.56,1.56,10.18,0.38,19.39,0,4.56,0.07,0,0,Garnet
37675,41.51,1.04,21.1,1.98,8.71,0.32,20.71,0,4.52,0.08,0,0,Garnet
37676,40.65,0.54,21.81,1,14.36,0.61,15.92,0,4.99,0.05,0,0,Garnet
37677,41.6,1.12,21.29,1.59,9.42,0.38,20.11,0,4.64,0.08,0,0,Garnet
37678,41.51,0.88,21.55,2.03,8.77,0.38,20.12,0,4.75,0.08,0,0,Garnet
37679,41.67,1.13,21.09,1.75,9.24,0.33,20.25,0,4.61,0.1,0,0,Garnet
37680,41.65,1.11,21.21,1.86,9.03,0.35,20.39,0,4.57,0.1,0,0,Garnet
37681,41.68,1.08,20.91,2.12,8.69,0.33,20.41,0,4.63,0.08,0,0,Garnet
37682,41.48,0.84,21.65,2.06,8.77,0.38,20.11,0,4.71,0.11,0,0,Garnet
37683,41.57,1.15,21.04,1.98,9.03,0.35,20.34,0,4.69,0.09,0,0,Garnet
37684,41.44,1.12,20.82,2.35,8.52,0.35,20.72,0,4.65,0.1,0,0,Garnet
37685,41.38,1.19,21.87,0.38,11.65,0.39,18.8,0,4.41,0.12,0,0,Garnet
37686,40.47,0.64,21.63,1.04,14.33,0.62,15.79,0,5.34,0.07,0,0,Garnet
37687,41.48,1.17,21.13,1.71,9.49,0.29,19.75,0,4.67,0.11,0,0,Garnet
37688,41.47,1.1,21.5,1.52,9.84,0.35,19.51,0,4.65,0.1,0,0,Garnet
37689,41.96,0.85,21.81,1.11,8.3,0.26,21.39,0,4.29,0.08,0,0,Garnet
37690,41.32,1.1,21.3,1.6,9.64,0.35,19.81,0,4.54,0.11,0,0,Garnet
37691,41.64,1.15,21.45,1.5,9.41,0.34,20.08,0,4.5,0.1,0,0,Garnet
37692,41.66,1.1,21.09,1.9,9.09,0.31,20.33,0,4.58,0.1,0,0,Garnet
37693,41.96,0.97,21.8,1.07,8.35,0.27,21.37,0,4.27,0.08,0,0,Garnet
37694,41.59,1.06,21.45,1.54,8.79,0.28,20.91,0,4.42,0.11,0,0,Garnet
37695,41.65,1.1,21.11,1.91,9.11,0.27,20.4,0,4.58,0.09,0,0,Garnet
37696,41.4,1.07,21.67,1.11,10.12,0.35,19.48,0,4.49,0.1,0,0,Garnet
37697,41.67,1.06,20.99,1.73,8.83,0.32,20.61,0,4.45,0.09,0,0,Garnet
37698,41.1,1.07,21.26,1.41,10.09,0.41,19.75,0,4.6,0.12,0,0,Garnet
37699,41.52,1.14,21.14,1.68,9.6,0.35,19.98,0,4.6,0.11,0,0,Garnet
37700,41.74,1.16,20.9,1.86,9.15,0.34,20.56,0,4.61,0.11,0,0,Garnet
37701,41.83,1.11,20.69,1.97,8.92,0.34,20.64,0,4.6,0.08,0,0,Garnet
37702,41.91,0.95,21.47,1.13,8.89,0.31,20.76,0,4.29,0.11,0,0,Garnet
37703,42.46,0.95,21.47,1.1,8.61,0.29,20.62,0,4.33,0.12,0,0,Garnet
37704,42.12,1.09,20.89,1.97,9.05,0.36,20.01,0,4.68,0.13,0,0,Garnet
37705,41.14,0.56,22.49,0.08,14.25,0.49,17.23,0,4.06,0.09,0,0,Garnet
37706,41.42,1.1,21.25,1.56,9.47,0.31,20.46,0,4.56,0.1,0,0,Garnet
37707,41.14,1.05,21.04,2.09,8.94,0.37,20.56,0,4.71,0.09,0,0,Garnet
37708,41.49,1.07,20.75,2.19,8.74,0.29,21.08,0,4.62,0.12,0,0,Garnet
37709,41.56,1.06,21.32,1.52,9.95,0.36,19.77,0,4.65,0.11,0,0,Garnet
37710,40.93,1.14,21.7,1.12,10.04,0.37,20.12,0,4.66,0.1,0,0,Garnet
37711,41.44,1.15,20.93,1.67,9.42,0.36,20.56,0,4.61,0.09,0,0,Garnet
37712,41.97,0.92,21.59,1.11,8.62,0.26,21.08,0,4.3,0.09,0,0,Garnet
37713,42.19,1.13,21,1.77,9.46,0.31,19.9,0,4.68,0.09,0,0,Garnet
37714,42,0.98,21.43,1.64,8.92,0.29,20.52,0,4.38,0.1,0,0,Garnet
37715,42.21,1.02,21.25,1.4,8.56,0.28,21.14,0,4.33,0.09,0,0,Garnet
37716,41.89,1.02,20.69,2.79,8.34,0.31,20.88,0,4.7,0.07,0,0,Garnet
37717,41.46,1.04,21.11,1.75,9.92,0.34,19.57,0,4.43,0.1,0,0,Garnet
37718,41.6,1.1,20.86,1.83,9.92,0.33,19.83,0,4.42,0.1,0,0,Garnet
37719,41.66,0.95,20.69,2.41,9.02,0.34,20.09,0,4.4,0.1,0,0,Garnet
37720,42.03,0.9,21.7,1.19,8.96,0.29,20.67,0,4.06,0.09,0,0,Garnet
37721,42.09,1.01,21.48,1.13,8.52,0.29,20.53,0,4.11,0.11,0,0,Garnet
37722,41.47,1.1,21,1.67,10.1,0.35,19.74,0,4.36,0.12,0,0,Garnet
37723,41.83,0.98,21.34,1.6,9.39,0.35,20.59,0,4.26,0.11,0,0,Garnet
37724,41.53,1.02,21.14,1.63,10.02,0.35,19.82,0,4.25,0.1,0,0,Garnet
37725,41.51,1.19,20.83,1.84,9.91,0.35,20.06,0,4.44,0.12,0,0,Garnet
37726,41.45,1.08,21.59,1.05,10.89,0.41,19.19,0,4.34,0.1,0,0,Garnet
37727,41.38,0.85,20.19,3.6,8.6,0.4,19.8,0,4.86,0.1,0,0,Garnet
37728,41.63,1.08,21.04,1.84,9.79,0.32,20.16,0,4.3,0.11,0,0,Garnet
37729,41.28,0.72,19.98,4.59,8.49,0.42,19.4,0,5.2,0.09,0,0,Garnet
37730,41.67,1.05,21.08,1.87,9.63,0.34,20.09,0,4.42,0.1,0,0,Garnet
37731,41.07,0.58,22.58,0.05,14.68,0.48,17.34,0,3.65,0.1,0,0,Garnet
37732,40.9,0.13,22.13,2.27,13.26,0.57,16.65,0,4.43,0.04,0,0,Garnet
37733,41.69,0.08,23.51,0.81,10.45,0.44,18.97,0,4.16,0.03,0,0,Garnet
37734,41.9,0.46,23.5,0.1,10.02,0.26,19.6,0,3.96,0.1,0,0,Garnet
37735,41.59,0.43,23.07,0.48,11.04,0.42,18.8,0,4.16,0.07,0,0,Garnet
37736,41.77,0.09,22.48,3.06,8.58,0.43,19.75,0,4.41,0.05,0,0,Garnet
37737,41.85,0.37,22.1,3.12,6.58,0.29,21.66,0,4.32,0.09,0,0,Garnet
37738,37.131,0,20.154,0.002,34.575,3.379,2.549,0,1.43,0.001,0.03,0,Garnet
37739,37.131,0,20.325,0,33.203,4.197,2.614,0,1.164,0.021,0.008,0,Garnet
37740,37.123,0.003,20.291,0,33.853,3.525,2.651,0,1.538,0.129,0,0,Garnet
37741,37.777,0,20.529,0.027,32.99,3.601,2.897,0,1.173,0,0,0,Garnet
37742,37.509,0.02,20.508,0.024,34.013,3.616,3.006,0,1.169,0.008,0,0,Garnet
37743,36.978,0,20.44,0.071,33.488,3.98,2.536,0,1.416,0.693,0.073,0,Garnet
37744,37.875,0.054,19.992,0.027,32.564,3.441,2.683,0,1.448,0.759,0.298,0,Garnet
37745,37.133,0,20.35,0.01,33.241,3.767,3.526,0,1.302,0.008,0,0,Garnet
37746,37.128,0,20.562,0,32.989,3.455,3.714,0,1.451,0.044,0.015,0,Garnet
37747,37.337,0,20.455,0.029,32.861,3.515,3.6,0,1.403,0.018,0,0,Garnet
37748,36.993,0.02,20.724,0.016,33.099,3.493,3.89,0,1.259,0.039,0,0,Garnet
37749,37.164,0.027,20.441,0.048,32.924,3.423,3.949,0,1.548,0.022,0,0,Garnet
37750,37.177,0,20.611,0.043,32.3,3.591,4.005,0,1.521,0.016,0.013,0,Garnet
37751,37.435,0.03,20.705,0.038,31.87,3.527,4.063,0,1.441,0.013,0.013,0,Garnet
37752,37.027,0,20.574,0.005,32.479,5.229,3.054,0,1.112,0.022,0.017,0,Garnet
37753,37.347,0,20.371,0.005,32.723,4.092,3.482,0,1.086,0.071,0.007,0,Garnet
37754,37.437,0.059,20.477,0.05,32.624,4.262,3.599,0,1.226,0.033,0.005,0,Garnet
37755,37.526,0.023,20.514,0.031,32.792,4.098,3.563,0,1.28,0.056,0.02,0,Garnet
37756,37.585,0,20.306,0.008,32.676,4.07,3.518,0,1.325,0.063,0.009,0,Garnet
37757,37.612,0.027,20.647,0.016,31.837,3.915,3.583,0,1.299,0.037,0,0,Garnet
37758,37.397,0,20.408,0.024,32.64,3.926,3.602,0,1.27,0.021,0.009,0,Garnet
37759,37.59,0,20.6,0.026,32.751,4.04,3.652,0,1.257,0.038,0.001,0,Garnet
37760,37.422,0.02,20.384,0,32.808,3.742,3.695,0,1.286,0.011,0,0,Garnet
37761,37.755,0.003,20.769,0.035,32.772,3.58,3.764,0,1.262,0.018,0,0,Garnet
37762,37.823,0,20.575,0,31.919,3.659,3.751,0,1.278,0.015,0,0,Garnet
37763,37.425,0.006,20.482,0,32.965,3.551,3.81,0,1.3,0.003,0.006,0,Garnet
37764,37.449,0.011,20.731,0.008,32.915,3.489,4.019,0,1.211,0.037,0.004,0,Garnet
37765,37.581,0,20.579,0,32.859,3.508,3.745,0,1.255,0.004,0,0,Garnet
37766,37.375,0,20.746,0,32.392,3.518,3.85,0,1.263,0.031,0,0,Garnet
37767,37.709,0.026,20.554,0.03,32.079,3.36,3.955,0,1.261,0.023,0.023,0,Garnet
37768,37.847,0,20.719,0.023,32.319,3.421,3.854,0,1.227,0.041,0,0,Garnet
37769,37.605,0.018,20.662,0.01,33.05,3.428,3.853,0,1.184,0.037,0,0,Garnet
37770,37.583,0,20.698,0.05,32.828,3.393,3.855,0,1.247,0.031,0,0,Garnet
37771,37.551,0.044,20.498,0.045,33.027,3.37,3.945,0,1.25,0.038,0,0,Garnet
37772,37.541,0,20.657,0.06,32.972,3.37,3.92,0,1.237,0.036,0.009,0,Garnet
37773,37.56,0,20.747,0.038,33.116,3.385,3.773,0,1.265,0.018,0,0,Garnet
37774,37.493,0.002,20.847,0.01,33.037,3.455,3.917,0,1.222,0.033,0,0,Garnet
37775,37.152,0,20.661,0.068,32.84,3.328,3.871,0,1.234,0.047,0.01,0,Garnet
37776,37.395,0,20.737,0.026,32.947,3.293,3.784,0,1.192,0.005,0.005,0,Garnet
37777,37.395,0.02,20.616,0,33.067,3.469,3.717,0,1.181,0.054,0.007,0,Garnet
37778,37.406,0,20.745,0.006,32.918,3.535,3.896,0,1.225,0.004,0,0,Garnet
37779,37.783,0,20.734,0.028,32.791,3.554,3.669,0,1.233,0.011,0,0,Garnet
37780,37.42,0.035,20.803,0.02,33.028,3.578,3.846,0,1.275,0.025,0.002,0,Garnet
37781,37.579,0.001,20.765,0.025,32.482,3.533,3.767,0,1.195,0.033,0.009,0,Garnet
37782,37.415,0,20.655,0.018,32.863,3.465,3.771,0,1.233,0.023,0,0,Garnet
37783,37.569,0,20.779,0.03,32.909,3.693,3.678,0,1.237,0.029,0,0,Garnet
37784,37.5,0,20.689,0.024,33.059,3.565,3.758,0,1.326,0.018,0,0,Garnet
37785,37.414,0,20.726,0,33.023,3.716,3.71,0,1.336,0.052,0,0,Garnet
37786,37.225,0,20.907,0.021,32.84,3.74,3.745,0,1.325,0.038,0,0,Garnet
37787,37.658,0.009,20.591,0.021,32.059,3.811,3.755,0,1.398,0.038,0.015,0,Garnet
37788,37.581,0,20.871,0,32.883,3.656,3.612,0,1.238,0.044,0,0,Garnet
37789,37.56,0.022,20.975,0,31.807,3.819,3.661,0,1.274,0.018,0.021,0,Garnet
37790,37.187,0,20.815,0.023,33.113,3.9,3.515,0,1.218,0.023,0.003,0,Garnet
37791,36.908,0.045,20.946,0.019,33.05,4.105,3.387,0,1.232,0.084,0.021,0,Garnet
37792,37.474,0.009,20.851,0.006,31.674,4.945,3.012,0,1.118,0.063,0,0,Garnet
37793,37.787,0.01,19.982,0.034,30.955,7.713,2.551,0,0.823,0.033,0.003,0,Garnet
37794,37.885,0,20.179,0.056,30.607,7.227,2.762,0,0.79,0.02,0.01,0,Garnet
37795,37.637,0,20.481,0,31.106,6.246,2.786,0,0.85,0.069,0.007,0,Garnet
37796,37.679,0.025,20.39,0,32.714,5.211,2.912,0,0.705,0.022,0.001,0,Garnet
37797,37.512,0,20.489,0.049,32.104,5.145,2.963,0,0.744,0.014,0.015,0,Garnet
37798,37.36,0,20.366,0,33.338,4.946,2.885,0,0.728,0.045,0,0,Garnet
37799,37.369,0.005,20.221,0,33.211,4.881,2.942,0,0.72,0.034,0,0,Garnet
37800,37.231,0,20.649,0,33.047,5.215,2.92,0,0.767,0.034,0,0,Garnet
37801,37.192,0.011,20.455,0.021,33.364,5.078,2.821,0,0.762,0.026,0,0,Garnet
37802,37.51,0,20.427,0,33.038,5.415,2.75,0,0.833,0.025,0.011,0,Garnet
37803,37.394,0.023,20.518,0.028,33.11,5.161,2.847,0,0.79,0.04,0,0,Garnet
37804,37.5,0,20.562,0.015,32.769,5.383,2.934,0,0.806,0.046,0,0,Garnet
37805,37.351,0.021,20.403,0,32.805,5.41,2.751,0,0.771,0.029,0,0,Garnet
37806,37.171,0,20.513,0,33.187,5.409,2.797,0,0.816,0.027,0.008,0,Garnet
37807,37.516,0,20.508,0.052,32.025,5.308,2.859,0,0.811,0.035,0.007,0,Garnet
37808,37.11,0.003,20.54,0.054,33.099,5.268,2.927,0,0.835,0.031,0,0,Garnet
37809,37.428,0,20.531,0.021,32.966,5.295,2.874,0,0.79,0.033,0.002,0,Garnet
37810,37.137,0.04,20.444,0.05,33.236,5.232,2.84,0,0.879,0.041,0,0,Garnet
37811,36.958,0.005,20.566,0.033,32.456,5.233,2.97,0,0.767,0.019,0.011,0,Garnet
37812,37.575,0.003,20.351,0.031,33.381,5.065,2.766,0,0.775,0.01,0,0,Garnet
37813,37.167,0,20.673,0.021,33.218,5.035,3.019,0,0.826,0.018,0,0,Garnet
37814,37.444,0.029,20.365,0,33.253,4.959,2.939,0,0.754,0,0,0,Garnet
37815,37.782,0,20.109,0,33.113,5.089,3.053,0,0.696,0.045,0,0,Garnet
37816,37.417,0.012,20.677,0,33.126,5.194,2.951,0,0.628,0.03,0.001,0,Garnet
37817,37.412,0.003,20.261,0.015,32.974,5.479,2.91,0,0.73,0.036,0,0,Garnet
37818,37.48,0,20.648,0.036,31.428,6.261,2.857,0,0.73,0.004,0,0,Garnet
37819,37.167,0.008,20.62,0,31.639,7.049,2.65,0,0.721,0.025,0,0,Garnet
37820,36.917,0,20.647,0,31.206,7.377,2.563,0,0.696,0.023,0,0,Garnet
37821,36.851,0,20.827,0,30.593,7.676,2.557,0,0.675,0.068,0.009,0,Garnet
37822,37.256,0.012,20.69,0.036,30.152,8.15,2.403,0,0.746,0.042,0.008,0,Garnet
37823,37.04,0,20.72,0,32.77996941,4.45,1.05,0,3.94,0.03,0,0,Garnet
37824,37.02,0.02,20.69,0,32.75399082,4.28,0.99,0,3.9,0,0,0,Garnet
37825,37.14,0,20.75,0,32.51,4.47,0.93,0,4.01,0,0,0,Garnet
37826,36.73,0.01,20.9,0,32.95,4.45,0.91,0,3.83,0,0,0,Garnet
37827,36.99,0.01,20.62,0,31.98698011,5.14,0.84,0,3.99,0.03,0,0,Garnet
37828,36.94,0,20.58,0,31.24499235,5.93,0.68,0,4,0.01,0,0,Garnet
37829,37.05,0.01,20.71,0,31.55,5.46,0.69,0,4.08,0,0,0,Garnet
37830,37.02,0,20.67,0,32.91397552,5.05,0.59,0,3.86,0,0,0,Garnet
37831,36.5033,0.089,20.7182,0,29.6043,2.5573,2.2277,0,7.8576,0.0079,0.0478,0,Garnet
37832,36.4572,0.0564,20.5164,0,29.5696,2.6324,1.9837,0,8.1794,0.0105,0.0581,0,Garnet
37833,36.4726,0.0384,20.4592,0,30.2746,2.5216,2.0554,0,7.3027,0.0282,0.0187,0,Garnet
37834,36.6784,0.016,20.491,0,29.7251,2.5884,2.0553,0,7.6206,0.0237,0.027,0,Garnet
37835,36.6265,0.0732,20.4801,0,29.6517,2.3977,2.1026,0,8.2374,0,0.0291,0,Garnet
37836,36.3236,0.0904,20.7494,0,30.1741,1.9131,1.7232,0,8.2654,0.0212,0.0498,0,Garnet
37837,36.312,0.1032,20.6809,0,30.4115,1.7944,1.4048,0,8.7959,0.0345,0.0518,0,Garnet
37838,36.6882,0.0824,20.8038,0,28.7977,2.1343,1.7715,0,9.5819,0.0384,0.0498,0,Garnet
37839,36.4098,0.0488,20.6978,0,30.2144,1.6018,1.2014,0,9.1688,0.0159,0,0,Garnet
37840,35.9527,0.0863,20.7124,0,30.9955,2.2322,1.8639,0,7.7439,0.0257,0.0373,0,Garnet
37841,37.0616,0.0435,20.836,0,30.1554,2.6748,1.9798,0,7.9892,0,0,0,Garnet
37842,35.5,1.72,9.89,0,12.15,0.03,1.46,0,33.81,0.13,0,0,Garnet
37843,29.17,7,3.11,0,16.43,0.21,1.85,0,32.41,0.34,0,0,Garnet
37844,35.64477,1.48562,2.266514,0,27.55523,0.1777559,0,0,32.86207,0.2661451,0,0,Garnet
37845,33.90266,3.425763,8.241412,0,20.07423,0.5628016,0,0,34.00212,0.1261377,0,0,Garnet
37846,36.5,0.065,20.6,0,35.7,1.45,2.55,0,1.55,0.011,0,0.06,Garnet
37847,36.2,0.18,20.7,0,36,0.82,3.11,0,1.57,0.013,0.0002,0.13,Garnet
37848,36.1,0.21,20.5,0,36.2,0.87,3.09,0,1.58,0.014,0,0.12,Garnet
37849,35.5,0.25,20.3,0,36.8,0.9,3.07,0,1.83,0.011,0.0006,0.16,Garnet
37850,35.4,0.21,20.3,0,37,0.96,3.04,0,1.78,0.0088,0.0005,0.14,Garnet
37851,35.1,0.2,20.2,0,37.5,0.98,2.98,0,1.77,0.0086,0.0004,0.12,Garnet
37852,34.9,0.26,20.4,0,37.2,0.98,3.06,0,1.88,0,0,0.14,Garnet
37853,35.9,0.28,20.5,0,36.2,0.99,3,0,1.84,0.0099,0,0.16,Garnet
37854,36.3,0.33,20.5,0,35.7,1.01,2.96,0,1.77,0.012,0,0.16,Garnet
37855,36.9,0.2,20.7,0,34.9,1.37,2.69,0,1.75,0.012,0,0.13,Garnet
37856,37.3,0.041,20.9,0,34.3,1.96,2.19,0,1.73,0.017,0.0003,0.069,Garnet
37857,37.6,0.06,21.2,0,33.5,1.95,2.28,0,1.77,0.022,0,0.067,Garnet
37858,37.9,0.1,21.9,0,33.2,1.55,2.38,0,1.73,0.015,0.011,0.12,Garnet
37859,38.3,0.099,21.9,0,33.3,1.31,2.43,0,1.53,0.012,0.0006,0.073,Garnet
37860,38.4,0.098,21.6,0,33.5,1.48,2.26,0,1.55,0.0072,0,0.085,Garnet
